flag,code,category,description_da,description_en,detail
F10_diverge_official,HEA_ICD10_DO268H,HEA_ICD10,PUPPP (pruritic urticarial papules and plaques of pregnancy),Other specified pregnancy-related conditions,official='Maternal care for other conditions predominantly r'  r=0.28
F10_diverge_official,HEA_ICD10_DM719,HEA_ICD10,Sygdom i slimsæk UNS,Disease of digestive tube NOS,"official='Bursopathy, unspecified'  r=0.04"
F10_diverge_official,HEA_ICD10_DZ358M21,HEA_ICD10,Graviditet med tidligere forbrug af opioid,Pregnancy with previous use of opioids,official='Supervision of high-risk pregnancy'  r=0.25
F10_diverge_official,HEA_ICD10_DO911F,HEA_ICD10,Absces i brystkirtel i forbindelse med amning,Abscess in thoracic wall in relation to breastfeeding,official='Infections of breast associated with childbirth'  r=0.38
F10_diverge_official,HEA_ICD10_DH599,HEA_ICD10,Forandring i øje eller øjenomgivelser efter indgreb UNS,Change in eye or periocular area post-procedure NOS,"official='Postprocedural disorder of eye and adnexa, unspeci'  r=0.31"
F10_diverge_official,HEA_ICD10_DI503,HEA_ICD10,Biventrikulær inkompenseret hjerteinsufficiens,Biventricular decompensated heart failure,official='Heart failure'  r=0.48
F10_diverge_official,HEA_ICD10_DD221,HEA_ICD10,Nævus på øjenlåg,Nevus on eyelid,"official='Melanocytic naevi of eyelid, including canthus'  r=0.40"
F10_diverge_official,HEA_ICD10_DH268,HEA_ICD10,Anden form for grå stær,Other form of gray matter necrosis,official='Other specified cataract'  r=0.38
F10_diverge_official,HEA_ICD10_DI844C,HEA_ICD10,Eksterne hæmorroider m blødning,External hemorrhoids with bleeding,official='Certain infectious and parasitic diseases'  r=0.35
F10_diverge_official,HEA_ICD10_DM167A,HEA_ICD10,Sekundær hofteledsartrose UNS,Secondary hip joint arthritis NOS,official='Coxarthrosis [arthrosis of hip]'  r=0.38
F10_diverge_official,HEA_ICD10_DN768C,HEA_ICD10,Bakteriel vaginose UNS,"Bacterial vaginosis, NOS",official='Other inflammation of vagina and vulva'  r=0.43
F10_diverge_official,HEA_ICD10_DQ078G,HEA_ICD10,Marcus Gunns syndrom,Marcus Gunn syndrome,official='Other congenital malformations of nervous system'  r=0.26
F10_diverge_official,HEA_ICD10_DJ383E,HEA_ICD10,Leukoplaki på stemmebånd,Leukoplakia of vocal cords,"official='Diseases of vocal cords and larynx, not elsewhere '  r=0.40"
F10_diverge_official,HEA_ICD10_DS630G,HEA_ICD10,Luksation af os scaphoideum,Dislocation of os scaphoideum,"official='Dislocation, sprain and strain of joints and ligam'  r=0.43"
F10_diverge_official,HEA_ICD10_DQ871G,HEA_ICD10,Russell-Silvers syndrom,Russell-Silver syndrome,official='Other specified congenital malformation syndromes '  r=0.22
F10_diverge_official,HEA_ICD10_DZ082K,HEA_ICD10,Kontrolundersøgelse efter kemoterapi af kræft i æggestok,Post-chemotherapy examination of cancer in the ovary,official='Follow-up examination after treatment for malignan'  r=0.42
F10_diverge_official,HEA_ICD10_DQ253,HEA_ICD10,Medfødt aortastenose,Congenital aortic stenosis,official='Stenosis of aorta'  r=0.37
F10_diverge_official,HEA_ICD10_DD126F,HEA_ICD10,Familiær adenomatøs polypose (FAP),Familial adenomatous polyposis (FAP),"official='Benign neoplasm of colon, rectum, anus and anal ca'  r=0.21"
F10_diverge_official,HEA_ICD10_DF1026,HEA_ICD10,Alkoholafhængighedssyndrom med episodisk brug,Alcohol dependence syndrome with episodic use,official='Mental and behavioural disorders due to use of alc'  r=0.14
F10_diverge_official,HEA_ICD10_DH504F,HEA_ICD10,Monofiksationssyndrom,Mono fixation syndrome,official='Other strabismus'  r=0.32
F10_diverge_official,HEA_ICD10_DQ447B,HEA_ICD10,Alagilles syndrom,Alagille syndrome,"official='Congenital malformations of gallbladder, bile duct'  r=0.31"
F10_diverge_official,HEA_ICD10_DR633A,HEA_ICD10,Spisevanskelighed UNS,Difficulty in swallowing NOS,official='Symptoms and signs concerning food and fluid intak'  r=0.23
F10_diverge_official,HEA_ICD10_DH353N,HEA_ICD10,Lamellært makulært hul,Layered macular hole,official='Other retinal disorders'  r=0.28
F10_diverge_official,HEA_ICD10_DM718,HEA_ICD10,Anden sygdom i slimsæk,Other disease of digestive appendix,official='Other specified bursopathies'  r=0.32
F10_diverge_official,HEA_ICD10_DE011,HEA_ICD10,Endemisk knudestruma forårsaget af jodmangel,Endemic goiter due to iodine deficiency,official='Iodine-deficiency-related multinodular (endemic) g'  r=0.34
F10_diverge_official,HEA_ICD10_DO620,HEA_ICD10,Primær vesvækkelse,Primary vesicoureteral reflux,official='Primary inadequate contractions'  r=0.47
F10_diverge_official,HEA_ICD10_DO668,HEA_ICD10,Fødsel kompliceret af anden årsag,Complicated delivery due to other cause,official='Other specified obstructed labour'  r=0.25
F10_diverge_official,HEA_ICD10_DQ700,HEA_ICD10,Komplet syndaktyli i hånd med synostose,Complete syndactyly with synostosis of hand,official='Fused fingers'  r=0.11
F10_diverge_official,HEA_ICD10_DH112A,HEA_ICD10,Symblepharon,Conjunctival scars,official='Other disorders of conjunctiva'  r=0.46
F10_diverge_official,HEA_ICD10_DS313A,HEA_ICD10,Åbent sår på scrotum,Open wound on scrotum,"official='Open wound of abdomen, lower back and pelvis'  r=0.47"
F10_diverge_official,HEA_ICD10_DI472LA,HEA_ICD10,"Brugadamønster i EKG, type 1","EKG showing brugada pattern, type 1",official='Paroxysmal tachycardia'  r=0.21
F10_diverge_official,HEA_ICD10_DL920A,HEA_ICD10,Granuloma annulare diffusum,Granuloma annulare,official='Granulomatous disorders of skin and subcutaneous t'  r=0.41
F10_diverge_official,HEA_ICD10_DK550H,HEA_ICD10,Mesenterialtrombose,Mesenteric thrombosis,official='Vascular disorders of intestine'  r=0.23
F10_diverge_official,HEA_ICD10_DR768D,HEA_ICD10,Forhøjet antifosfolipidantistof-titer,Elevated antiphospholipid antibody titers,official='Other abnormal immunological findings in serum'  r=0.34
F10_diverge_official,HEA_ICD10_DQ043,HEA_ICD10,Anden cerebral hypoplasi,Other cerebral hypoplasia,official='Other reduction deformities of brain'  r=0.39
F10_diverge_official,HEA_ICD10_DD582A,HEA_ICD10,Abnormt hæmoglobin UNS,Abnormal hemoglobin NOS,official='Other hereditary haemolytic anaemias'  r=0.37
F10_diverge_official,HEA_ICD10_DT827A,HEA_ICD10,Infektion omkring hjerte-kar-protese UNS,Infection around heart valve prosthesis NOS,official='Complications of cardiac and vascular prosthetic d'  r=0.44
F10_diverge_official,HEA_ICD10_DZ031C1R,HEA_ICD10,Observation pga. mistanke om recidiv af kræft i spiserøret,Observation due to suspicion of recurrence of cancer in esophagus,official='Medical observation and evaluation for suspected d'  r=0.39
F10_diverge_official,HEA_ICD10_DQ973,HEA_ICD10,"Kønskromosomanomali karyotype 46,XY med kvindelig fænotype","Sex chromosomal anomaly karyotype 46,XY with female phenotype","official='Female with 46,XY karyotype'  r=0.37"
F10_diverge_official,HEA_ICD10_DO055,HEA_ICD10,"Provokeret abort efter 12 grav-uger, samråd ved omsorgsevner","Induced abortion after 12 weeks gestation, consultation at care facility",official='Other abortion'  r=0.24
F10_diverge_official,HEA_ICD10_DO656,HEA_ICD10,Fødsel kompliceret af perineum rigidum,Delivery complicated by perineal rigidity,official='Obstructed labour due to maternal pelvic abnormali'  r=0.34
F10_diverge_official,HEA_ICD10_DO059,HEA_ICD10,Provokeret abort efter udgangen af 12. graviditetsuge med samrådstilladelse,Induced abortion after the end of the 12th week of pregnancy with consent,official='Other abortion'  r=0.23
F10_diverge_official,HEA_ICD10_DC140,HEA_ICD10,Kræft i svælget UNS,Cancer in the lymph nodes NOS,"official='Pharynx, unspecified'  r=0.21"
F10_diverge_official,HEA_ICD10_DF790,HEA_ICD10,Mental retardering UNS med ringe påvirkning af adfærd,Mental retardation NOS with mild behavioral impact,official='Unspecified mental retardation'  r=0.45
F10_diverge_official,HEA_ICD10_DP043,HEA_ICD10,Alkoholbrug hos moder med følger for nyfødt,Maternal alcohol use with effects on newborn,official='Fetus and newborn affected by maternal use of alco'  r=0.33
F10_diverge_official,HEA_ICD10_DD412,HEA_ICD10,Ikke specificeret tumor i urinleder,Unspecified tumor in urinary conduit,official='Ureter'  r=0.14
F10_diverge_official,HEA_ICD10_DZ962A,HEA_ICD10,Tilstand med audiologisk implantat,Condition with auditory implant,official='Presence of other functional implants'  r=0.47
F10_diverge_official,HEA_ICD10_DE134,HEA_ICD10,Anden diabetes med neurologisk komplikation,Other diabetes with neurological complication,official='Other specified diabetes mellitus'  r=0.46
F10_diverge_official,HEA_ICD10_DD075,HEA_ICD10,Carcinoma in situ i prostata,In situ carcinoma of prostate,official='Prostate'  r=0.43
F10_diverge_official,HEA_ICD10_DK022,HEA_ICD10,Karies i tandcementen,Dental cement caries,official='Caries of cementum'  r=0.42
F10_diverge_official,HEA_ICD10_DB769,HEA_ICD10,Infestation med hageorm UNS,Infestation with louse NOS,"official='Hookworm disease, unspecified'  r=0.30"
F10_diverge_official,HEA_ICD10_DD578,HEA_ICD10,Anden form for seglcellesygdom,Other form of lymphoid leukemia,official='Other sickle-cell disorders'  r=0.34
F10_diverge_official,HEA_ICD10_DI84,HEA_ICD10,Hæmorroider,Hemorrhoids,official='Certain infectious and parasitic diseases'  r=0.23
F10_diverge_official,HEA_ICD10_DB499,HEA_ICD10,Mykose UNS,"Mycosis, NOS",official='Unspecified mycosis'  r=0.47
F10_diverge_official,HEA_ICD10_DE011A,HEA_ICD10,Struma nodosa non toxica endemica,Non-toxic endemic goiter,official='Iodine-deficiency-related thyroid disorders and al'  r=0.13
F10_diverge_official,HEA_ICD10_DS823B,HEA_ICD10,Fractura partis distalis tibiae,Fracture of distal part of tibia,"official='Fracture of lower leg, including ankle'  r=0.46"
F10_diverge_official,HEA_ICD10_DQ254E,HEA_ICD10,Arcus aortae dexter persistens,Persistent right aortic arch,official='Congenital malformations of great arteries'  r=0.37
F10_diverge_official,HEA_ICD10_DT782A,HEA_ICD10,Anstrengelsesudløst anafylaktisk shock,Exercise-induced anaphylactic shock,"official='Adverse effects, not elsewhere classified'  r=0.19"
F10_diverge_official,HEA_ICD10_DC629A,HEA_ICD10,Ekstragonadal germinalcelletumor (testis),Extragonadal germ cell tumor (testis),official='Malignant neoplasm of testis'  r=0.43
F10_diverge_official,HEA_ICD10_DZ713A,HEA_ICD10,Behov for diætetisk kontrol,Need for dietary control,official='Persons encountering health services for other cou'  r=0.27
F10_diverge_official,HEA_ICD10_DR268E,HEA_ICD10,Mobilitetsforstyrrelse UNS,Mobility disorder NOS,official='Abnormalities of gait and mobility'  r=0.29
F10_diverge_official,HEA_ICD10_DH043E,HEA_ICD10,Dacryopericystitis acuta,Acute and unspecified inflammation of lacrimal passages,official='Disorders of lacrimal system'  r=0.43
F10_diverge_official,HEA_ICD10_DT812G,HEA_ICD10,Utilsigtet peroperativ punktur eller læsion af gastrointestinalkanalen,Unexpected operative puncture or lesion of gastrointestinal tract,"official='Complications of procedures, not elsewhere classif'  r=0.26"
F10_diverge_official,HEA_ICD10_DM06,HEA_ICD10,Andre former for leddegigt,Other forms of frostbite,official='Other rheumatoid arthritis'  r=0.44
F10_diverge_official,HEA_ICD10_DN201X,HEA_ICD10,Kompliceret idiopatisk kalciumureterolitiasis,Complicated idiopathic calcium nephrolithiasis,official='Calculus of kidney and ureter'  r=0.24
F10_diverge_official,HEA_ICD10_DZ875B,HEA_ICD10,Anamnese med tidligere anlagt abdominal cerclage,Past history including previously placed abdominal cerclage,official='Personal history of other diseases and conditions'  r=0.33
F10_diverge_official,HEA_ICD10_DQ95,HEA_ICD10,Balancerede ombytninger i kromosomer og kromosommarkører IKA,Balanced chromosomal and chromosomal marker rearrangements NEC,"official='Balanced rearrangements and structural markers, no'  r=0.41"
F10_diverge_official,HEA_ICD10_DF3331,HEA_ICD10,Periodisk depression i episode af svær grad med stemningsinkongruente psykotiske symptomer,Severe major depressive episode with mood incongruent psychotic symptoms,official='Recurrent depressive disorder'  r=0.42
F10_diverge_official,HEA_ICD10_DH191A,HEA_ICD10,Keratitis dendritica,Herpesviral keratitis and keratoconjunctivitisB00.5,official='Disorders of sclera and cornea in diseases classif'  r=0.25
F10_diverge_official,HEA_ICD10_DC209X,HEA_ICD10,Lokalrecidiv fra kræft i endetarmen,Local recurrence from cancer in the rectum,official='Malignant neoplasm of rectum'  r=0.40
F10_diverge_official,HEA_ICD10_DJ340E,HEA_ICD10,Sår i næsen,Nasal wound,official='Other disorders of nose and nasal sinuses'  r=0.27
F10_diverge_official,HEA_ICD10_DQ360,HEA_ICD10,Bilateral læbespalte,Bilateral parotitis,"official='Cleft lip, bilateral'  r=0.47"
F10_diverge_official,HEA_ICD10_DS279,HEA_ICD10,Læsion af organ i thorax UNS,Lesion of organ in thorax NOS,official='Injury of unspecified intrathoracic organ'  r=0.31
F10_diverge_official,HEA_ICD10_DS630C,HEA_ICD10,Luksation i tommelfingers karpometakarpalled,Dislocation of the thumb metacarpophalangeal joint,"official='Dislocation, sprain and strain of joints and ligam'  r=0.31"
F10_diverge_official,HEA_ICD10_DO368A,HEA_ICD10,Graviditet med hjertearytmi hos foster,Pregnancy with fetal cardiac arrhythmia,official='Maternal care for other known or suspected fetal p'  r=0.29
F10_diverge_official,HEA_ICD10_DQ872B,HEA_ICD10,Klippel-Trenaunay-Webers syndrom,Klippel-Trenaunay-Weber syndrome,official='Other specified congenital malformation syndromes '  r=0.28
F10_diverge_official,HEA_ICD10_DZ358H,HEA_ICD10,Graviditet efter hormonstimulation,Pregnancy following hormonal stimulation,official='Supervision of high-risk pregnancy'  r=0.24
F10_diverge_official,HEA_ICD10_DO249,HEA_ICD10,"Graviditet, fødsel eller barselsperiode med diabetes UNS","Pregnancy, childbirth or puerperium with diabetes NOS","official='Diabetes mellitus in pregnancy, unspecified'  r=0.34"
F10_diverge_official,HEA_ICD10_DT114,HEA_ICD10,Læsion af blodkar i arm UNS,Lesion of blood vessel in arm NOS,"official='Injury of unspecified blood vessel of upper limb, '  r=0.44"
F10_diverge_official,HEA_ICD10_DO268F,HEA_ICD10,Graviditetskløe,Pregnancy varicose veins,official='Maternal care for other conditions predominantly r'  r=0.19
F10_diverge_official,HEA_ICD10_DN390A,HEA_ICD10,Asymptomatisk bakteriuri,"Urinary tract infection, site not specified",official='Other disorders of urinary system'  r=0.29
F10_diverge_official,HEA_ICD10_DO056,HEA_ICD10,"Prov. abort eft. 12 grav-uger, samråd v ung alder/umodenhed","Probable abortion after 12 gestational weeks, advice for young age/inexperience",official='Other abortion'  r=0.22
F10_diverge_official,HEA_ICD10_DD721A,HEA_ICD10,Allergisk eosinofili,Eosinophilia,official='Other disorders of white blood cells'  r=0.29
F10_diverge_official,HEA_ICD10_DE784A,HEA_ICD10,Familiær kombineret hyperlipidæmi,Familial combined hyperlipidemia,official='Disorders of lipoprotein metabolism and other lipi'  r=0.47
F10_diverge_official,HEA_ICD10_DJ338B,HEA_ICD10,Polyp i kæbehule,Polyp of urethra,official='Nasal polyp'  r=0.37
F10_diverge_official,HEA_ICD10_DK052C,HEA_ICD10,Akut perikoronitis,Acute periodontitis,official='Gingivitis and periodontal diseases'  r=0.48
F10_diverge_official,HEA_ICD10_DC090,HEA_ICD10,Kræft i tonsilleje,Cancer of palatine tonsil,official='Tonsillar fossa'  r=0.30
F10_diverge_official,HEA_ICD10_DS376,HEA_ICD10,Læsion af livmoderen,Lesion of abdominal wall,official='Injury of uterus'  r=0.30
F10_diverge_official,HEA_ICD10_DN731C,HEA_ICD10,Kronisk parametritis,Chronic parametritis and pelvic cellulitis,official='Other female pelvic inflammatory diseases'  r=0.41
F10_diverge_official,HEA_ICD10_DO715D,HEA_ICD10,Fødselslæsion med ruptur af bækkenorgan,Birth lesion with rupture of pelvic organ,official='Other obstetric trauma'  r=0.38
F10_diverge_official,HEA_ICD10_DC678,HEA_ICD10,Neopl mal vesicae urinariae overgribende flere regioner,Neoplasm of urinary bladder involving multiple regions,official='Overlapping lesion of bladder'  r=0.36
F10_diverge_official,HEA_ICD10_DJ120,HEA_ICD10,Pneumoni forårsaget af adenovirus,Pneumonia due to adenovirus,official='Adenoviral pneumonia'  r=0.38
F10_diverge_official,HEA_ICD10_DT523A,HEA_ICD10,Ethylenglycolforgiftning,Ethylene glycol poisoning,official='Toxic effect of organic solvents'  r=0.21
F10_diverge_official,HEA_ICD10_DT438,HEA_ICD10,Forgiftning med andet psykotropt middel,Poisoning with other psychotropic substances,"official='Other psychotropic drugs, not elsewhere classified'  r=0.49"
F10_diverge_official,HEA_ICD10_DK132K,HEA_ICD10,Leukoplakia gingivae,"Leukoplakia and other disturbances of oral epithelium, including tongue",official='Other diseases of lip and oral mucosa'  r=0.45
F10_diverge_official,HEA_ICD10_DT033,HEA_ICD10,Multiple luksationer eller distorsioner i flere regioner i underekstremitet(er),Multiple luxations or distortions in several regions of the lower extremity(ies),"official='Dislocations, sprains and strains involving multip'  r=0.38"
F10_diverge_official,HEA_ICD10_DI241,HEA_ICD10,Postmyokardieinfarktsyndrom,Post-myocardial infarction syndrome,official='Dressler syndrome'  r=0.42
F10_diverge_official,HEA_ICD10_DG553,HEA_ICD10,Kompression af nerverod eller nerveplexus ved anden ryglidelse,Compression of nerve root or nerve plexus due to other intervertebral disc disorder,official='Nerve root and plexus compressions in other dorsop'  r=0.31
