SPEC6,SPEC6_TXT,SPEC4_TXT,SPEC3_TXT,SPEC6_FRA,SPEC6_TIL
807159,B-glukose (stix)   1,Lab. Undersøgelser,Lab. Undersøgelser,1/1/1990,12/31/2005
807160,Urin F. Gluk.U/stix1,Lab. Undersøgelser,Lab. Undersøgelser,1/1/1990,12/31/2005
807161,Gonococcer  Sekret.3,Lab. Undersøgelser,Lab. Undersøgelser,1/1/1990,12/31/2005
807165,Hormonundersøgelser1,Lab. Undersøgelser,Lab. Undersøgelser,1/1/1990,12/31/2005
807166,B-hæmogl.(U/fotom.)1,Lab. Undersøgelser,Lab. Undersøgelser,1/1/1990,12/31/2005
807167,Kapillærresistenspr3,Lab. Undersøgelser,Lab. Undersøgelser,1/1/1990,12/31/2005
807168,Se-kreatinin       5,Lab. Undersøgelser,Lab. Undersøgelser,1/1/1990,12/31/2005
807169,Mikroskopi Af Urin 3,Lab. Undersøgelser,Lab. Undersøgelser,1/1/1990,12/31/2005
807170,Orm. Ormeled I Fæc 1,Lab. Undersøgelser,Lab. Undersøgelser,1/1/1990,12/31/2005
807171,Ormeæg I Fæces     6,Lab. Undersøgelser,Lab. Undersøgelser,1/1/1990,12/31/2005
807172,Ormeæg I Analafskr 2,Lab. Undersøgelser,Lab. Undersøgelser,1/1/1990,12/31/2005
807173,Oscillometri 2 Extr6,Lab. Undersøgelser,Lab. Undersøgelser,1/1/1990,12/31/2005
088291,svangerskabsforb.p-p,Børneundersøgelser,Profylakse,1/1/2006,12/31/2006
088292,Svangersk. spiral,Børneundersøgelser,Profylakse,1/1/2006,12/31/2006
088293,Kontrol svanger.forb,Børneundersøgelser,Profylakse,1/1/2006,12/31/2006
088294,Telefonkons.,Børneundersøgelser,Profylakse,1/1/2006,12/31/2006
088311,1.Kighostevaccinat.,Børnevaccinationer,Profylakse,1/1/2006,12/31/2006
088312,2.Kighostevaccinat.,Børnevaccinationer,Profylakse,1/1/2006,12/31/2006
088313,3.Kighostevaccinat.,Børnevaccinationer,Profylakse,1/1/2006,12/31/2006
088314,HepaB  vac barn 1mdr,Børnevaccinationer,Profylakse,1/1/2006,12/31/2006
088315,HepaB vac barn 2mdr,Børnevaccinationer,Profylakse,1/1/2006,12/31/2006
088316,HepaB vac barn 12mdr,Børnevaccinationer,Profylakse,1/1/2006,12/31/2006
088317,Vachon hepB ej us/ko,Børnevaccinationer,Profylakse,1/1/2006,12/31/2006
088318,Hep.B. ikke smittede,Børnevaccinationer,Profylakse,1/1/2006,12/31/2006
088319,Heb.B.smittede samle,Børnevaccinationer,Profylakse,1/1/2006,12/31/2006
088321,1.Di-Te-Pol-Vaccinat,Børnevaccinationer,Profylakse,1/1/2006,12/31/2006
088322,2.Di-Te-Pol-Vaccinat,Børnevaccinationer,Profylakse,1/1/2006,12/31/2006
088323,3.Di-Te-Pol-Vaccinat,Børnevaccinationer,Profylakse,1/1/2006,12/31/2006
088325,di-te-ki-pol vacc.,Børnevaccinationer,Profylakse,1/1/2006,12/31/2006
088331,1.Orale Poliovaccin.,Børnevaccinationer,Profylakse,1/1/2006,12/31/2006
088332,2.Orale Poliovaccin.,Børnevaccinationer,Profylakse,1/1/2006,12/31/2006
088333,3.Orale Poliovaccin.,Børnevaccinationer,Profylakse,1/1/2006,12/31/2006
088341,Di-Te-Ki-Pol-vac.3md,Børnevaccinationer,Profylakse,1/1/2006,12/31/2006
088342,Di-Te-Ki-Pol-vac.5md,Børnevaccinationer,Profylakse,1/1/2006,12/31/2006
088343,Di-Te-Ki-Pol-vac.12m,Børnevaccinationer,Profylakse,1/1/2006,12/31/2006
088401,Vaccinat. Inden 2 År,Mfr-Vaccinationer,Profylakse,1/1/2006,12/31/2006
088402,Vaccinat. 11-12 År,Mfr-Vaccinationer,Profylakse,1/1/2006,12/31/2006
088403,Vaccinat.  2-10 År,Mfr-Vaccinationer,Profylakse,1/1/2006,12/31/2006
088410,"Tillæg tolk, profyl.",Mfr-Vaccinationer,Profylakse,1/1/2006,12/31/2006
088501,Antistofundersøgelse,Vacc. R.Hunde Kvinde,Profylakse,1/1/2006,12/31/2006
088502,Vaccination 18 År,Vacc. R.Hunde Kvinde,Profylakse,1/1/2006,12/31/2006
088503,Vaccination  Kvinder,Vacc. R.Hunde Kvinde,Profylakse,1/1/2006,12/31/2006
088601,MFR-vaccinat. 1 år,Profylakse,Profylakse,1/1/2006,12/31/2006
088605,MFR-vaccinat. 5 år,Profylakse,Profylakse,1/1/2006,12/31/2006
088612,MFR-vaccinat. 12 år,Profylakse,Profylakse,1/1/2006,12/31/2006
088618,tlf. henv. forældre,Profylakse,Profylakse,1/1/2006,12/31/2006
088701,Tillæg v. MFR-vacc.,Profylakse,Profylakse,1/1/2006,12/31/2006
088705,Till. v. Di-Te-vacc.,Profylakse,Profylakse,1/1/2006,12/31/2006
088706,Tillæg.vac.Di-Te-Ki,Profylakse,Profylakse,1/1/2006,12/31/2006
088801,Vacc. kv. røde hunde,,Profylakse,1/1/2006,12/31/2006
088901,Tillæg til vacc.hon.,Profylakse Kørsel,Profylakse,1/1/2006,12/31/2006
088920,Infl.vacc. over 65år,Profylakse Kørsel,Profylakse,1/1/2006,12/31/2006
088921,Infl.vacc. 65år hjem,Profylakse Kørsel,Profylakse,1/1/2006,12/31/2006
088991,Kørselsgodtg. I,Profylakse Kørsel,Profylakse,1/1/2006,12/31/2006
088992,Kørselsgodtg. II,Profylakse Kørsel,Profylakse,1/1/2006,12/31/2006
089001,Kørselsgodtgør.  I,Kørselsgodtgørelse,Kørselsgodtgørelse,1/1/2006,12/31/2006
089002,Kørselsgodtgør. II,Kørselsgodtgørelse,Kørselsgodtgørelse,1/1/2006,12/31/2006
089999,pseudoydelse enheder,,Kørselsgodtgørelse,1/1/2006,12/31/2006
090105,E-mail konsultation,Konsultation,Kirurgi,1/1/2006,12/31/2006
090110,1. Kons.,Konsultation,Kirurgi,1/1/2006,12/31/2006
090111,1. Kons. M/operat.Mv,Konsultation,Kirurgi,1/1/2006,12/31/2006
090120,2. Kons.,Konsultation,Kirurgi,1/1/2006,12/31/2006
090130,Senere Kons.,Konsultation,Kirurgi,1/1/2006,12/31/2006
090161,tillæg for tolk,Konsultation,Kirurgi,1/1/2006,12/31/2006
090201,Tlf. Kons.,Tlf. Konsultation,Kirurgi,1/1/2006,12/31/2006
090205,Tlf.rådg.prakt.læge,Tlf. Konsultation,Kirurgi,1/1/2006,12/31/2006
090310,1. konsultation,Erektiv Dysfunktion,Kirurgi,1/1/2006,12/31/2006
090330,Senere konsultation,Erektiv Dysfunktion,Kirurgi,1/1/2006,12/31/2006
091101,Afstandstillæg,Afstandstillæg,Besøg og Afst.tillæg,1/1/2006,12/31/2006
091401,Besøg,Besøg,Besøg og Afst.tillæg,1/1/2006,12/31/2006
092101,Biopsi,Biopsi,Tillægsydelser,1/1/2006,12/31/2006
092102,Cystometri,Biopsi,Tillægsydelser,1/1/2006,12/31/2006
092103,Uroflowmetri,Biopsi,Tillægsydelser,1/1/2006,12/31/2006
092104,Tryk-flow undersøg.,Biopsi,Tillægsydelser,1/1/2006,12/31/2006
092105,Flex.cystoskopi t. M,Biopsi,Tillægsydelser,1/1/2006,12/31/2006
092106,Kont.Flex.cysto.t.M.,Biopsi,Tillægsydelser,1/1/2006,12/31/2006
092110,blokadebehandling,Biopsi,Tillægsydelser,1/1/2006,12/31/2006
092111,Ultralydsscanning,Biopsi,Tillægsydelser,1/1/2006,12/31/2006
092112,"Residualurin,ultraly",Biopsi,Tillægsydelser,1/1/2006,12/31/2006
092113,Ano-rektal ultralyd,Biopsi,Tillægsydelser,1/1/2006,12/31/2006
092114,Total koloskopi,Biopsi,Tillægsydelser,1/1/2006,12/31/2006
092115,Dopplerundersøgelse,Biopsi,Tillægsydelser,1/1/2006,12/31/2006
092116,Duplexscanning,Biopsi,Tillægsydelser,1/1/2006,12/31/2006
092117,Pulsoxymetri,Biopsi,Tillægsydelser,1/1/2006,12/31/2006
092161,tolkebistand,Biopsi,Tillægsydelser,1/1/2006,12/31/2006
092301,Bronchoscopi,Scopier,Tillægsydelser,1/1/2006,12/31/2006
092302,Oeso. Gast.     Duo.,Scopier,Tillægsydelser,1/1/2006,12/31/2006
092303,Anoscopi,Scopier,Tillægsydelser,1/1/2006,12/31/2006
092304,Kolposcopi,Scopier,Tillægsydelser,1/1/2006,12/31/2006
092305,Rectoscopi,Scopier,Tillægsydelser,1/1/2006,12/31/2006
092306,Cystoscopi,Scopier,Tillægsydelser,1/1/2006,12/31/2006
092307,Sigmoideo./ Colosco.,Scopier,Tillægsydelser,1/1/2006,12/31/2006
092401,Kontrol Bronchoscopi,Kontrol Scopier,Tillægsydelser,1/1/2006,12/31/2006
092402,Kontrol Oes Gas Duo,Kontrol Scopier,Tillægsydelser,1/1/2006,12/31/2006
092403,Kontrol Anoscopi,Kontrol Scopier,Tillægsydelser,1/1/2006,12/31/2006
092404,Kontrol Kolposcopi,Kontrol Scopier,Tillægsydelser,1/1/2006,12/31/2006
092405,Kontrol Rectoscopi,Kontrol Scopier,Tillægsydelser,1/1/2006,12/31/2006
092406,Kontrol Cystoscopi,Kontrol Scopier,Tillægsydelser,1/1/2006,12/31/2006
092407,Kontrol Sigmoi/ Col.,Kontrol Scopier,Tillægsydelser,1/1/2006,12/31/2006
092501,Zinklim- & Plastbind,Forbindsstoffer,Tillægsydelser,1/1/2006,12/31/2006
093110,Incision Absces   1.,1. Operation,Særydelser,1/1/2006,12/31/2006
093111,Incision Cyste    1.,1. Operation,Særydelser,1/1/2006,12/31/2006
093112,Bougiebeh. Ureth. 1.,1. Operation,Særydelser,1/1/2006,12/31/2006
093113,Injekt. Hæmorr.   1.,1. Operation,Særydelser,1/1/2006,12/31/2006
093114,Hæmorr. Ligaturb. 1.,1. Operation,Særydelser,1/1/2006,12/31/2006
093115,Tapning Vandbrok  1.,1. Operation,Særydelser,1/1/2006,12/31/2006
093116,Tapning i Led     1.,1. Operation,Særydelser,1/1/2006,12/31/2006
093117,Rensning Småsår   1.,1. Operation,Særydelser,1/1/2006,12/31/2006
093118,Fjern. Negl       1.,1. Operation,Særydelser,1/1/2006,12/31/2006
093120,Fjern. Svulst Hud 1.,1. Operation,Særydelser,1/1/2006,12/31/2006
093121,Indgreb Livmoder. 1.,1. Operation,Særydelser,1/1/2006,12/31/2006
093122,Korr. Ope. Fødsl. 1.,1. Operation,Særydelser,1/1/2006,12/31/2006
093123,Operat. Åreknuder 1.,1. Operation,Særydelser,1/1/2006,12/31/2006
093124,Revision Sår      1.,1. Operation,Særydelser,1/1/2006,12/31/2006
093125,Operat. Hammertå  1.,1. Operation,Særydelser,1/1/2006,12/31/2006
093126,Amputat. Finger   1.,1. Operation,Særydelser,1/1/2006,12/31/2006
093127,Oper. Bullen Fing.1.,1. Operation,Særydelser,1/1/2006,12/31/2006
093130,Fj. Svulst Bryst  1.,1. Operation,Særydelser,1/1/2006,12/31/2006
093131,Plast. Operat.    1.,1. Operation,Særydelser,1/1/2006,12/31/2006
093132,Oper. Forhudsfors.1.,1. Operation,Særydelser,1/1/2006,12/31/2006
093133,Ope. Springfinger 1.,1. Operation,Særydelser,1/1/2006,12/31/2006
093134,Ope. Knyst        1.,1. Operation,Særydelser,1/1/2006,12/31/2006
093135,Oper. Seneknude   1.,1. Operation,Særydelser,1/1/2006,12/31/2006
093136,Analoperationer   1.,1. Operation,Særydelser,1/1/2006,12/31/2006
093137,Fjern. Negleleje  1.,1. Operation,Særydelser,1/1/2006,12/31/2006
093138,Behandl. Brud 1.,1. Operation,Særydelser,1/1/2006,12/31/2006
093139,Ope. Årekn. Lyske 1.,1. Operation,Særydelser,1/1/2006,12/31/2006
093140,Op. Lyskebrok M.V.1.,1. Operation,Særydelser,1/1/2006,12/31/2006
093141,aspirationscytologi,1. Operation,Særydelser,1/1/2006,12/31/2006
093142,Trucut biopsi,1. Operation,Særydelser,1/1/2006,12/31/2006
093145,Op. Kont. Håndfl. 1.,1. Operation,Særydelser,1/1/2006,12/31/2006
093150,1.Brokop.netprotese,1. Operation,Særydelser,1/1/2006,12/31/2006
093151,Brokoperaton protese,1. Operation,Særydelser,1/1/2006,12/31/2006
093152,"Fj.polyp, rectum",1. Operation,Særydelser,1/1/2006,12/31/2006
093153,"Fj.polyp, colon",1. Operation,Særydelser,1/1/2006,12/31/2006
093154,opr.kort forh.streng,1. Operation,Særydelser,1/1/2006,12/31/2006
093155,Fj. byld på haleben,1. Operation,Særydelser,1/1/2006,12/31/2006
093160,Op.årekn.hø.b.ex ly,1. Operation,Særydelser,1/1/2006,12/31/2006
093161,"Opr.årekn.lysk, hø.b",1. Operation,Særydelser,1/1/2006,12/31/2006
093162,Atemporalis biopsi,1. Operation,Særydelser,1/1/2006,12/31/2006
093163,Opr. brystudvikling,1. Operation,Særydelser,1/1/2006,12/31/2006
093164,Fj.slimsæk på albue,1. Operation,Særydelser,1/1/2006,12/31/2006
093165,"Opr.vandbrok, testes",1. Operation,Særydelser,1/1/2006,12/31/2006
093175,Op.årekn.ex.lysk.hø,1. Operation,Særydelser,1/1/2006,12/31/2006
093176,Op.årekn.ex.lysk.ve,1. Operation,Særydelser,1/1/2006,12/31/2006
093177,Op.årekn.i lysk.hø.b,1. Operation,Særydelser,1/1/2006,12/31/2006
093178,Op.årekn.i lysk.ve.b,1. Operation,Særydelser,1/1/2006,12/31/2006
093210,Incision Absces Flg.,Følgende Operationer,Særydelser,1/1/2006,12/31/2006
093211,Incision Cyste  Flg.,Følgende Operationer,Særydelser,1/1/2006,12/31/2006
093212,Bougiebeh. Ureth.Flg,Følgende Operationer,Særydelser,1/1/2006,12/31/2006
093213,Injekt. Hæmorr. Flg.,Følgende Operationer,Særydelser,1/1/2006,12/31/2006
093214,Hæmorr. Ligaturb.Flg,Følgende Operationer,Særydelser,1/1/2006,12/31/2006
093215,Tapning Vandbrok Flg,Følgende Operationer,Særydelser,1/1/2006,12/31/2006
093216,Tapn. i Led     Flg.,Følgende Operationer,Særydelser,1/1/2006,12/31/2006
093217,Rensning Småsår Flg.,Følgende Operationer,Særydelser,1/1/2006,12/31/2006
093218,Fjern. Negl     Flg.,Følgende Operationer,Særydelser,1/1/2006,12/31/2006
093220,Fjern. Svulst H. Flg,Følgende Operationer,Særydelser,1/1/2006,12/31/2006
093221,Indgreb Livmoder.Flg,Følgende Operationer,Særydelser,1/1/2006,12/31/2006
093222,Korr. Ope. Fødsl.Flg,Følgende Operationer,Særydelser,1/1/2006,12/31/2006
093223,Operat. Åreknud. Flg,Følgende Operationer,Særydelser,1/1/2006,12/31/2006
093224,Revision Sår   Flg.,Følgende Operationer,Særydelser,1/1/2006,12/31/2006
093225,Operat. Hammertå Flg,Følgende Operationer,Særydelser,1/1/2006,12/31/2006
093226,Amputat. Finger Flg.,Følgende Operationer,Særydelser,1/1/2006,12/31/2006
093227,Op. Bullen Fing. Flg,Følgende Operationer,Særydelser,1/1/2006,12/31/2006
093230,Fj. Svulst Bryst Flg,Følgende Operationer,Særydelser,1/1/2006,12/31/2006
093231,Plast. Operat.  Flg.,Følgende Operationer,Særydelser,1/1/2006,12/31/2006
093232,Ope. Forhudsfor. Flg,Følgende Operationer,Særydelser,1/1/2006,12/31/2006
093233,Oper. Springf. Flg.,Følgende Operationer,Særydelser,1/1/2006,12/31/2006
093234,Ope. Knyst     Flg.,Følgende Operationer,Særydelser,1/1/2006,12/31/2006
093235,Ope. Seneknude  Flg.,Følgende Operationer,Særydelser,1/1/2006,12/31/2006
093236,Analoperationer Flg.,Følgende Operationer,Særydelser,1/1/2006,12/31/2006
093237,Fjern. Negleleje Flg,Følgende Operationer,Særydelser,1/1/2006,12/31/2006
093238,Behandl. Brud Flg.,Følgende Operationer,Særydelser,1/1/2006,12/31/2006
093239,Ope. Årekn. Lyske Fg,Følgende Operationer,Særydelser,1/1/2006,12/31/2006
093240,Op. Lyskebrok M.V.Fg,Følgende Operationer,Særydelser,1/1/2006,12/31/2006
093241,aspirationscytologi,Følgende Operationer,Særydelser,1/1/2006,12/31/2006
093242,Trucut biopsi,Følgende Operationer,Særydelser,1/1/2006,12/31/2006
093245,Op. Kont. Håndfl. 1.,Følgende Operationer,Særydelser,1/1/2006,12/31/2006
093250,1.Brokop.netpro.følg,Følgende Operationer,Særydelser,1/1/2006,12/31/2006
093251,Brokop.protese.følg,Følgende Operationer,Særydelser,1/1/2006,12/31/2006
093252,"Fj. polyp, rectum",Følgende Operationer,Særydelser,1/1/2006,12/31/2006
093253,fj. polyp. colon,Følgende Operationer,Særydelser,1/1/2006,12/31/2006
093254,opr.kort forh.streng,Følgende Operationer,Særydelser,1/1/2006,12/31/2006
093255,Fj. byld på haleben,Følgende Operationer,Særydelser,1/1/2006,12/31/2006
093260,Op.årekn.ve.b.ex.lys,Følgende Operationer,Særydelser,1/1/2006,12/31/2006
093261,Op.årekn.lysk.ve.ben,Følgende Operationer,Særydelser,1/1/2006,12/31/2006
093262,A.Temporalis biopsi,Følgende Operationer,Særydelser,1/1/2006,12/31/2006
093263,Opr. brystudvikling,Følgende Operationer,Særydelser,1/1/2006,12/31/2006
093264,Fj.slimsæk på albue,Følgende Operationer,Særydelser,1/1/2006,12/31/2006
093301,Injekt. Åre 1.Kons.,Injekt. Åreknuder,Særydelser,1/1/2006,12/31/2006
093302,Injekt. Åre Sen.Kons,Injekt. Åreknuder,Særydelser,1/1/2006,12/31/2006
093304,Rens.småsår.2konsul.,Injekt. Åreknuder,Særydelser,1/1/2006,12/31/2006
093401,Gipsbandager,Gipsbandager,Særydelser,1/1/2006,12/31/2006
093800,Dopplerus. af vener,Dopplerus. af vener,Særydelser,1/1/2006,12/31/2006
093801,Duplexscan. af vener,Dopplerus. af vener,Særydelser,1/1/2006,12/31/2006
093802,Op.årekn.ex.lysk.hø,Dopplerus. af vener,Særydelser,1/1/2006,12/31/2006
093803,Op.årekn.ex lysk.ve,Dopplerus. af vener,Særydelser,1/1/2006,12/31/2006
093804,Op.årekn.i lysk.hø.b,Dopplerus. af vener,Særydelser,1/1/2006,12/31/2006
093805,Op.årekn.i lysk.ve.b,Dopplerus. af vener,Særydelser,1/1/2006,12/31/2006
094110,Incision Absces 1.An,1. Operation An.,Operationer Analog.,1/1/2006,12/31/2006
094111,Incision Cyste 1. An,1. Operation An.,Operationer Analog.,1/1/2006,12/31/2006
094112,Bougiebeh. Uret.1.An,1. Operation An.,Operationer Analog.,1/1/2006,12/31/2006
094113,Injekt. Hæmorr. 1.An,1. Operation An.,Operationer Analog.,1/1/2006,12/31/2006
094114,Hæmorr. Ligatur.1.An,1. Operation An.,Operationer Analog.,1/1/2006,12/31/2006
094115,Tapn. Vandbrok 1. An,1. Operation An.,Operationer Analog.,1/1/2006,12/31/2006
094116,Tapn. i Led 1. An.,1. Operation An.,Operationer Analog.,1/1/2006,12/31/2006
257206,B-Koagulation      3,Lab.Us Pædiatri,Lab. Undersøgelser,1/1/2006,12/31/2006
257207,Pt-U-Kons.Prøve    2,Lab.Us Pædiatri,Lab. Undersøgelser,1/1/2006,12/31/2006
257208,Ekg  3 Ext. 3 Præ. 9,Lab.Us Pædiatri,Lab. Undersøgelser,1/1/2006,12/31/2006
257209,Kontrol af AK-beh.,Lab.Us Pædiatri,Lab. Undersøgelser,1/1/2006,12/31/2006
257210,Pt-Ekg Afl.   6    1,Lab.Us Pædiatri,Lab. Undersøgelser,1/1/2006,12/31/2006
257211,Sperma-Undersøg.  15,Lab.Us Pædiatri,Lab. Undersøgelser,1/1/2006,12/31/2006
257212,P-Glukose          4,Lab.Us Pædiatri,Lab. Undersøgelser,1/1/2006,12/31/2006
257213,Lunge-Peak Exp.Flow3,Lab.Us Pædiatri,Lab. Undersøgelser,1/1/2006,12/31/2006
257214,*fpt*s-Lipid Frkt.25,Lab.Us Pædiatri,Lab. Undersøgelser,1/1/2006,12/31/2006
257215,Arbejdsekg*master*18,Lab.Us Pædiatri,Lab. Undersøgelser,1/1/2006,12/31/2006
257216,B-Malariaparasit.  6,Lab.Us Pædiatri,Lab. Undersøgelser,1/1/2006,12/31/2006
257218,Ercs-Basofilt Pkt. 4,Lab.Us Pædiatri,Lab. Undersøgelser,1/1/2006,12/31/2006
257219,F-Pus *katalase*   2,Lab.Us Pædiatri,Lab. Undersøgelser,1/1/2006,12/31/2006
257220,S-Bilirubiner      5,Lab.Us Pædiatri,Lab. Undersøgelser,1/1/2006,12/31/2006
257221,*b*ercs-Reticulocyt2,Lab.Us Pædiatri,Lab. Undersøgelser,1/1/2006,12/31/2006
257222,U-Sediment *park*  6,Lab.Us Pædiatri,Lab. Undersøgelser,1/1/2006,12/31/2006
257223,Fpt-Dioxygen*absb*15,Lab.Us Pædiatri,Lab. Undersøgelser,1/1/2006,12/31/2006
257224,*fpt*s-Triglycerid15,Lab.Us Pædiatri,Lab. Undersøgelser,1/1/2006,12/31/2006
257225,Urinkonkrement Uns.5,Lab.Us Pædiatri,Lab. Undersøgelser,1/1/2006,12/31/2006
257226,S-Cholesteroler    9,Lab.Us Pædiatri,Lab. Undersøgelser,1/1/2006,12/31/2006
257229,B-Eosinophilcyt.   1,Lab.Us Pædiatri,Lab. Undersøgelser,1/1/2006,12/31/2006
257230,Peak exp.flow lunger,Lab.Us Pædiatri,Lab. Undersøgelser,1/1/2006,12/31/2006
257233,Hæmatologisk Us.I  2,Lab.Us Pædiatri,Lab. Undersøgelser,1/1/2006,12/31/2006
257244,Pt Ventrsek Histam.9,Lab.Us Pædiatri,Lab. Undersøgelser,1/1/2006,12/31/2006
257264,*b*ercs-Osm.Tr-Reak4,Lab.Us Pædiatri,Lab. Undersøgelser,1/1/2006,12/31/2006
257265,*b*ercs-Mikroskopi 1,Lab.Us Pædiatri,Lab. Undersøgelser,1/1/2006,12/31/2006
257297,U-Bence Jones Prot.3,Lab.Us Pædiatri,Lab. Undersøgelser,1/1/2006,12/31/2006
257298,EKG 12 afledninger,Lab.Us Pædiatri,Lab. Undersøgelser,1/1/2006,12/31/2006
257299,Pt-Ekg  F E Belast 9,Lab.Us Pædiatri,Lab. Undersøgelser,1/1/2006,12/31/2006
258110,1.Undersøgelse,Undersøg. Af Gravide,Profylakse,1/1/2006,12/31/2006
258120,2.Undersøgelse,Undersøg. Af Gravide,Profylakse,1/1/2006,12/31/2006
258130,3.Undersøgelse,Undersøg. Af Gravide,Profylakse,1/1/2006,12/31/2006
258140,4.Undersøgelse,Undersøg. Af Gravide,Profylakse,1/1/2006,12/31/2006
258141,Særkons. Sv.Forebyg,Undersøg. Af Gravide,Profylakse,1/1/2006,12/31/2006
258142,4 Hj. Fødende 1.Uge,Undersøg. Af Gravide,Profylakse,1/1/2006,12/31/2006
258143,Besøg I 0-4 Km,Undersøg. Af Gravide,Profylakse,1/1/2006,12/31/2006
258144,Besøg II  4-8 Km,Undersøg. Af Gravide,Profylakse,1/1/2006,12/31/2006
258145,Besøg III  8-12 Km,Undersøg. Af Gravide,Profylakse,1/1/2006,12/31/2006
258146,Besøg IV  12-16 Km,Undersøg. Af Gravide,Profylakse,1/1/2006,12/31/2006
258147,Besøg V   16-20 Km,Undersøg. Af Gravide,Profylakse,1/1/2006,12/31/2006
258148,Besøg VI  Over 20 Km,Undersøg. Af Gravide,Profylakse,1/1/2006,12/31/2006
258149,Pr. Km Ud Over 21,Undersøg. Af Gravide,Profylakse,1/1/2006,12/31/2006
258150,Unders.V.Vejl.9 uger,Undersøg. Af Gravide,Profylakse,1/1/2006,12/31/2006
258151,Blodprøvetagning,Undersøg. Af Gravide,Profylakse,1/1/2006,12/31/2006
258152,Podning t. dyrkning,Undersøg. Af Gravide,Profylakse,1/1/2006,12/31/2006
258153,"B-glukose,fotometer",Undersøg. Af Gravide,Profylakse,1/1/2006,12/31/2006
258154,"B-glukose, stix",Undersøg. Af Gravide,Profylakse,1/1/2006,12/31/2006
258155,"Urinundersøg., stix",Undersøg. Af Gravide,Profylakse,1/1/2006,12/31/2006
258156,I. Mirkosk. urin,Undersøg. Af Gravide,Profylakse,1/1/2006,12/31/2006
258157,II. Mikro. Bakt. ol.,Undersøg. Af Gravide,Profylakse,1/1/2006,12/31/2006
258158,III. Mikro. a. bio.,Undersøg. Af Gravide,Profylakse,1/1/2006,12/31/2006
258159,I. Bakterier,Undersøg. Af Gravide,Profylakse,1/1/2006,12/31/2006
258160,5. Hj. Fødende 9uger,Undersøg. Af Gravide,Profylakse,1/1/2006,12/31/2006
258161,II. Svampe,Undersøg. Af Gravide,Profylakse,1/1/2006,12/31/2006
258162,III. Andet,Undersøg. Af Gravide,Profylakse,1/1/2006,12/31/2006
258164,B-hæmoglobin (fotom),Undersøg. Af Gravide,Profylakse,1/1/2006,12/31/2006
258165,I. Mikrosk. af urin,Undersøg. Af Gravide,Profylakse,1/1/2006,12/31/2006
258166,II. Mirko. bakt. ol.,Undersøg. Af Gravide,Profylakse,1/1/2006,12/31/2006
258167,III. Mirkos. a. bio.,Undersøg. Af Gravide,Profylakse,1/1/2006,12/31/2006
258170,1 modul,Undersøg. Af Gravide,Profylakse,1/1/2006,12/31/2006
258171,2 moduler,Undersøg. Af Gravide,Profylakse,1/1/2006,12/31/2006
258172,3 moduler,Undersøg. Af Gravide,Profylakse,1/1/2006,12/31/2006
258173,Pr. påbegyndt over 3,Undersøg. Af Gravide,Profylakse,1/1/2006,12/31/2006
258180,Blodpr.1.graviditets,Undersøg. Af Gravide,Profylakse,1/1/2006,12/31/2006
258181,Blodpr.2.graviditets,Undersøg. Af Gravide,Profylakse,1/1/2006,12/31/2006
258182,Indtil 4 km.,Undersøg. Af Gravide,Profylakse,1/1/2006,12/31/2006
258183,Fra 4 indtil 8 km.,Undersøg. Af Gravide,Profylakse,1/1/2006,12/31/2006
258184,Fra 8 indtil 12 km.,Undersøg. Af Gravide,Profylakse,1/1/2006,12/31/2006
258185,Fra 12 indtil 16 km.,Undersøg. Af Gravide,Profylakse,1/1/2006,12/31/2006
258186,Fra 16 indtil 20 km.,Undersøg. Af Gravide,Profylakse,1/1/2006,12/31/2006
258187,Udover 20 km.,Undersøg. Af Gravide,Profylakse,1/1/2006,12/31/2006
258188,Kr/km. udover 21 km.,Undersøg. Af Gravide,Profylakse,1/1/2006,12/31/2006
258189,Blodprøvetagning,Undersøg. Af Gravide,Profylakse,1/1/2006,12/31/2006
258190,Blodprøvetagning,Undersøg. Af Gravide,Profylakse,1/1/2006,12/31/2006
258191,Kørselsgodtgør. I,Undersøg. Af Gravide,Profylakse,1/1/2006,12/31/2006
258192,Kørselsgodtgør. II,Undersøg. Af Gravide,Profylakse,1/1/2006,12/31/2006
258201,1.Undersøgelse,Børneundersøgelser,Profylakse,1/1/2006,12/31/2006
258202,2.Undersøgelse,Børneundersøgelser,Profylakse,1/1/2006,12/31/2006
258203,3.Undersøgelse,Børneundersøgelser,Profylakse,1/1/2006,12/31/2006
258204,4.Undersøgelse,Børneundersøgelser,Profylakse,1/1/2006,12/31/2006
258205,5.Undersøgelse,Børneundersøgelser,Profylakse,1/1/2006,12/31/2006
258206,6.Undersøgelse,Børneundersøgelser,Profylakse,1/1/2006,12/31/2006
258207,7.Undersøgelse,Børneundersøgelser,Profylakse,1/1/2006,12/31/2006
258208,8.Undersøgelse,Børneundersøgelser,Profylakse,1/1/2006,12/31/2006
258209,9.Undersøgelse,Børneundersøgelser,Profylakse,1/1/2006,12/31/2006
258210,Undersøgelse,Børneundersøgelser,Profylakse,1/1/2006,12/31/2006
258211,1.Undersøgelse,Børneundersøgelser,Profylakse,1/1/2006,12/31/2006
258212,2.Undersøgelse,Børneundersøgelser,Profylakse,1/1/2006,12/31/2006
258213,3.Undersøgelse,Børneundersøgelser,Profylakse,1/1/2006,12/31/2006
258214,4.Undersøgelse,Børneundersøgelser,Profylakse,1/1/2006,12/31/2006
