description_da,n_rows,sample_value,specialty_code,specialty_name_en,spec4_txt,spec3_txt,plo_fuller,current_bad_en
"Københavns Praktiserende Lægers Laboratorium, Gluc.tol 60;P",1,440774,44,Copenhagen GP Laboratory (KPLL),KPLL,KPLL,,"Copenhagen Practicing Doctors Laboratory, Glucose Tolerance Test 60;P"
"Københavns Praktiserende Lægers Laboratorium, Gluc.tol.0 min;P",1,440760,44,Copenhagen GP Laboratory (KPLL),KPLL,KPLL,,"Copenhagen Practicing Doctors Laboratory, Glucose Tolerance Test 0 Min;P"
"Københavns Praktiserende Lægers Laboratorium, Gluc.tol.120;P",1,440761,44,Copenhagen GP Laboratory (KPLL),KPLL,KPLL,,"Copenhagen Practicing Doctors Laboratory, Glucose tolerance test 120 minutes;P"
"Københavns Praktiserende Lægers Laboratorium, Glucose toleran.",1,448825,44,Copenhagen GP Laboratory (KPLL),Homocystein   - rett,Hovedgruppe 8   KPLL,,"Copenhagen Practicing Doctors Laboratory, Glucose tolerance test"
"Københavns Praktiserende Lægers Laboratorium, Glucose(stix);U",1,440569,44,Copenhagen GP Laboratory (KPLL),Faderskabssag,KPLL,,"Copenhagen Practicing Doctors Laboratory, Glucose test strip;U"
"Københavns Praktiserende Lægers Laboratorium, Glucose,faste;P",1,440256,44,Copenhagen GP Laboratory (KPLL),Creatinkinase;P,KPLL,,"Copenhagen Practicing Doctors Laboratory, Glucose, fasting;P"
"Københavns Praktiserende Lægers Laboratorium, Glucose,faste;S",1,440290,44,Copenhagen GP Laboratory (KPLL),Creatinkinase;P,KPLL,,"Copenhagen Practicing Doctors Laboratory, Glucose, fasting;S"
"Københavns Praktiserende Lægers Laboratorium, Glucose;P",1,440257,44,Copenhagen GP Laboratory (KPLL),Creatinkinase;P,KPLL,,"Copenhagen Practicing Doctors Laboratory, Glucose;P"
"Københavns Praktiserende Lægers Laboratorium, Glucose;S",1,440291,44,Copenhagen GP Laboratory (KPLL),Creatinkinase;P,KPLL,,"Copenhagen Practicing Doctors Laboratory, Glucose;S"
"Københavns Praktiserende Lægers Laboratorium, Glut.decar.65 Ab",1,443003,44,Copenhagen GP Laboratory (KPLL),Hovedgruppe 3   KPLL,Hovedgruppe 3   KPLL,,"Copenhagen Practicing Doctors Laboratory, Glutamate decarboxylase 65 antibody"
"Københavns Praktiserende Lægers Laboratorium, Gluten IgE;P",1,445020,44,Copenhagen GP Laboratory (KPLL),Hovedgruppe 5   KPLL,Hovedgruppe 5   KPLL,,"Copenhagen Practicing Doctors Laboratory, Gluten IgE;P"
"Københavns Praktiserende Lægers Laboratorium, Glycyp.dom.IgE;P",1,445294,44,Copenhagen GP Laboratory (KPLL),Isocya TDI IgE;P,Hovedgruppe 5   KPLL,,"Copenhagen Practicing Doctors Laboratory, Glycyl.dom.IgE;P"
"Københavns Praktiserende Lægers Laboratorium, Gnaver ex70IgE;P",1,445471,44,Copenhagen GP Laboratory (KPLL),Pitysporon Ovale,Hovedgruppe 5   KPLL,,"Copenhagen Practicing Doctors Laboratory, Gnawing ex70IgE;P"
"Københavns Praktiserende Lægers Laboratorium, Gonokok Ab;P",1,440263,44,Copenhagen GP Laboratory (KPLL),Creatinkinase;P,KPLL,,"Copenhagen Practicing Doctors Laboratory, Gonococcus Antibody;P"
"Københavns Praktiserende Lægers Laboratorium, Gr's(gx1) IgE;P",1,445247,44,Copenhagen GP Laboratory (KPLL),Isocya TDI IgE;P,Hovedgruppe 5   KPLL,,"Copenhagen Practicing Doctors Laboratory, Gr's(gx1) IgE;P"
"Københavns Praktiserende Lægers Laboratorium, Gr's(gx3) IgE;P",1,445309,44,Copenhagen GP Laboratory (KPLL),Bigift IgG;P,Hovedgruppe 5   KPLL,,"Copenhagen Practicing Doctors Laboratory, Gr's(gx3) IgE;P"
"Københavns Praktiserende Lægers Laboratorium, Gr>ns . fx13  IgE;P",1,445552,44,Copenhagen GP Laboratory (KPLL),"Havre,inh.IgE;P",Hovedgruppe 5   KPLL,,"Copenhagen Practicing Doctors' Laboratory, Greens fx13 IgE;P"
"Københavns Praktiserende Lægers Laboratorium, Gr>ns.p.11 IgE;P",1,445143,44,Copenhagen GP Laboratory (KPLL),GrÅ el IgE;P,Hovedgruppe 5   KPLL,,"Copenhagen Practicing Doctors Laboratory, Gr>ns.p.11 IgE;P"
"Københavns Praktiserende Lægers Laboratorium, Graviditetsuge",1,443038,44,Copenhagen GP Laboratory (KPLL),Hovedgruppe 3   KPLL,Hovedgruppe 3   KPLL,,"Copenhagen Practicing Doctors Laboratory, Pregnancy Test"
"Københavns Praktiserende Lægers Laboratorium, Grå Bynke IgE;P",1,445034,44,Copenhagen GP Laboratory (KPLL),Hovedgruppe 5   KPLL,Hovedgruppe 5   KPLL,,"Copenhagen Practicing Doctors Laboratory, Grass Pollen IgE;P"
"Københavns Praktiserende Lægers Laboratorium, Grå el IgE;P",1,445100,44,Copenhagen GP Laboratory (KPLL),GrÅ el IgE;P,Hovedgruppe 5   KPLL,,"Copenhagen Practicing Doctors Laboratory, Ferritin Elisa IgE;P"
"Københavns Praktiserende Lægers Laboratorium, Gulaks IgE;P",1,445549,44,Copenhagen GP Laboratory (KPLL),"Havre,inh.IgE;P",Hovedgruppe 5   KPLL,,"Copenhagen Practicing Doctors Laboratory, Milk Allergy IgE;P"
"Københavns Praktiserende Lægers Laboratorium, Gulerod IgE;P",1,445066,44,Copenhagen GP Laboratory (KPLL),Hovedgruppe 5   KPLL,Hovedgruppe 5   KPLL,,"Copenhagen Practicing Doctors Laboratory, Carrot IgE;P"
"Københavns Praktiserende Lægers Laboratorium, HBsAg,konf;P",1,440283,44,Copenhagen GP Laboratory (KPLL),Creatinkinase;P,KPLL,,"Copenhagen Practicing Doctors Laboratory, HBsAg,confirmatory;P"
"Københavns Praktiserende Lægers Laboratorium, HCG;P",1,440278,44,Copenhagen GP Laboratory (KPLL),Creatinkinase;P,KPLL,,"Copenhagen Practicing Doctors Laboratory, HCG;P"
"Københavns Praktiserende Lægers Laboratorium, HCG;U",1,440584,44,Copenhagen GP Laboratory (KPLL),Faderskabssag,KPLL,,"Copenhagen Practicing Doctors Laboratory, HCG;U"
"Københavns Praktiserende Lægers Laboratorium, HDL-Cholesterol;",1,440268,44,Copenhagen GP Laboratory (KPLL),Creatinkinase;P,KPLL,,"Copenhagen Practicing Doctors Laboratory, HDL-Cholesterol;"
"Københavns Praktiserende Lægers Laboratorium, HEM I",1,448810,44,Copenhagen GP Laboratory (KPLL),Homocystein   - rett,Hovedgruppe 8   KPLL,,"Copenhagen Practicing Doctors Laboratory, HEM I."
"Københavns Praktiserende Lægers Laboratorium, HEM II",1,448811,44,Copenhagen GP Laboratory (KPLL),Homocystein   - rett,Hovedgruppe 8   KPLL,,"Copenhagen Practicing Doctors Laboratory, HEM II"
"Københavns Praktiserende Lægers Laboratorium, HIV 1+2 Ab;P",1,440132,44,Copenhagen GP Laboratory (KPLL),KPLL,KPLL,,"Copenhagen Practicing Doctors Laboratory, HIV 1+2 Ab;P"
"Københavns Praktiserende Lægers Laboratorium, HIV 1+2 Antistof",1,440141,44,Copenhagen GP Laboratory (KPLL),KPLL,KPLL,,"Copenhagen Practicing Doctors Laboratory, HIV 1+2 Antibody"
"Københavns Praktiserende Lægers Laboratorium, HIV Ab,konf.;P",1,440135,44,Copenhagen GP Laboratory (KPLL),KPLL,KPLL,,"Copenhagen Practicing Doctors Laboratory, HIV Ab, confirmatory;P"
"Københavns Praktiserende Lægers Laboratorium, HIV-antistof",1,440136,44,Copenhagen GP Laboratory (KPLL),KPLL,KPLL,,"Copenhagen Practicing Doctors Laboratory, HIV antibody"
"Københavns Praktiserende Lægers Laboratorium, HR test,Derm.;B",1,440436,44,Copenhagen GP Laboratory (KPLL),Fenytoin;P,KPLL,,"Copenhagen Practicing Doctors Laboratory, HR Test,Derm.;B"
"Københavns Praktiserende Lægers Laboratorium, HR test,Urtic ;B",1,447003,44,Copenhagen GP Laboratory (KPLL),Ekspeditions gebyr,Ekspeditions gebyr,,"Copenhagen Practicing Doctors Laboratory, HR Test,Urticaria;B"
"Københavns Praktiserende Lægers Laboratorium, HR test,Urtic.;B",1,440437,44,Copenhagen GP Laboratory (KPLL),Fenytoin;P,KPLL,,"Copenhagen Practicing Doctors Laboratory, Histamine Test,Urticaria;B"
"Københavns Praktiserende Lægers Laboratorium, HR-test Dem;B",1,447002,44,Copenhagen GP Laboratory (KPLL),Ekspeditions gebyr,Ekspeditions gebyr,,"Copenhagen Practicing Doctors Laboratory, HR-test Demo;B"
"Københavns Praktiserende Lægers Laboratorium, HR-test F>de;B",1,440435,44,Copenhagen GP Laboratory (KPLL),Fenytoin;P,KPLL,,"Copenhagen Practicing Doctors Laboratory, HR test F>de;B"
"Københavns Praktiserende Lægers Laboratorium, HR-test Føde;B",1,447001,44,Copenhagen GP Laboratory (KPLL),Ekspeditions gebyr,Ekspeditions gebyr,,"Copenhagen Practicing Doctors Laboratory, Haptoglobin Test;B"
"Københavns Praktiserende Lægers Laboratorium, HR-test Inhal.;B",1,440434,44,Copenhagen GP Laboratory (KPLL),Fenytoin;P,KPLL,,"Copenhagen Practicing Doctors Laboratory, HR test Inhalation;B"
"Københavns Praktiserende Lægers Laboratorium, HR-test Inhal;B",1,447000,44,Copenhagen GP Laboratory (KPLL),Ekspeditions gebyr,Ekspeditions gebyr,,"Copenhagen Practicing Doctors Laboratory, HR Test Inhalation;B"
"Københavns Praktiserende Lægers Laboratorium, Hamster IgE;P",1,445009,44,Copenhagen GP Laboratory (KPLL),Hovedgruppe 5   KPLL,Hovedgruppe 5   KPLL,,"Copenhagen Practicing Doctors Laboratory, Hamster IgE test;P"
"Københavns Praktiserende Lægers Laboratorium, Haptoglobin;P",1,440269,44,Copenhagen GP Laboratory (KPLL),Creatinkinase;P,KPLL,,"Copenhagen Practicing Doctors Laboratory, Haptoglobin;P"
"Københavns Praktiserende Lægers Laboratorium, Hassel  IgE;P",1,445033,44,Copenhagen GP Laboratory (KPLL),Hovedgruppe 5   KPLL,Hovedgruppe 5   KPLL,,"Copenhagen Practicing Doctors Laboratory, Hassel IgE;P"
"Københavns Praktiserende Lægers Laboratorium, Hasselnød IgE;P",1,445059,44,Copenhagen GP Laboratory (KPLL),Hovedgruppe 5   KPLL,Hovedgruppe 5   KPLL,,"Copenhagen Practicing Doctors Laboratory, Hazel Nut Specific IgE;P"
"Københavns Praktiserende Lægers Laboratorium, Havre IgE;P",1,445053,44,Copenhagen GP Laboratory (KPLL),Hovedgruppe 5   KPLL,Hovedgruppe 5   KPLL,,"Copenhagen Practicing Doctors Laboratory, Wheat IgE;P"
"Københavns Praktiserende Lægers Laboratorium, Havre,inh.IgE;P",1,445500,44,Copenhagen GP Laboratory (KPLL),"Havre,inh.IgE;P",Hovedgruppe 5   KPLL,,"Copenhagen Practicing Doctors Laboratory, Wheat, Containing IgE;P"
"Københavns Praktiserende Lægers Laboratorium, HbA1c;B",3,440271,44,Copenhagen GP Laboratory (KPLL),Creatinkinase;P,KPLL,,"Copenhagen Practicing Doctors Laboratory, HbA1c;B"
"Københavns Praktiserende Lægers Laboratorium, Hel.sp.hal.IgE;P",1,445133,44,Copenhagen GP Laboratory (KPLL),GrÅ el IgE;P,Hovedgruppe 5   KPLL,,"Copenhagen Practicing Doctors Laboratory, Whole Blood Specific IgE;P"
"Københavns Praktiserende Lægers Laboratorium, Helicob. Ab",1,440267,44,Copenhagen GP Laboratory (KPLL),Creatinkinase;P,KPLL,,"Copenhagen Practicing Doctors Laboratory, Helicobacter Antibody"
"Københavns Praktiserende Lægers Laboratorium, Helicob.pustepr.",1,448867,44,Copenhagen GP Laboratory (KPLL),Homocystein   - rett,Hovedgruppe 8   KPLL,,"Copenhagen Practicing Doctors Laboratory, Helicobacter breath test"
"Københavns Praktiserende Lægers Laboratorium, Hemiglobin;B",1,440270,44,Copenhagen GP Laboratory (KPLL),Creatinkinase;P,KPLL,,"Copenhagen Practicing Doctors Laboratory, Hemoglobin;B"
"Københavns Praktiserende Lægers Laboratorium, Hemoglob.frak.",2,440258,44,Copenhagen GP Laboratory (KPLL),Creatinkinase;P,KPLL,,"Copenhagen Practicing Doctors Laboratory, Hemoglobin.fractions"
"Københavns Praktiserende Lægers Laboratorium, Hep A Ab total;P",1,440288,44,Copenhagen GP Laboratory (KPLL),Creatinkinase;P,KPLL,,"Copenhagen Practicing Doctors Laboratory, Hep A Total Antibody;P"
"Københavns Praktiserende Lægers Laboratorium, Hep A IgM;P",1,440274,44,Copenhagen GP Laboratory (KPLL),Creatinkinase;P,KPLL,,"Copenhagen Practicing Doctors Laboratory, Hep A IgM;P"
"Københavns Praktiserende Lægers Laboratorium, Hep Bc IgM;P",1,440279,44,Copenhagen GP Laboratory (KPLL),Creatinkinase;P,KPLL,,"Copenhagen Practicing Doctors Laboratory, Hepatitis B core IgM;P"
"Københavns Praktiserende Lægers Laboratorium, Hep Be Ab;P",1,443009,44,Copenhagen GP Laboratory (KPLL),Hovedgruppe 3   KPLL,Hovedgruppe 3   KPLL,,"Copenhagen Practicing Doctors Laboratory, Hepatitis B Antibody;P"
"Københavns Praktiserende Lægers Laboratorium, Hep Be Ag;P",1,443010,44,Copenhagen GP Laboratory (KPLL),Hovedgruppe 3   KPLL,Hovedgruppe 3   KPLL,,"Copenhagen Practicing Doctors Laboratory, Hep Be Ag;P"
"Københavns Praktiserende Lægers Laboratorium, Hep Bs Ab;P",1,440276,44,Copenhagen GP Laboratory (KPLL),Creatinkinase;P,KPLL,,"Copenhagen Practicing Doctors Laboratory, Hep Bs Ab;P"
"Københavns Praktiserende Lægers Laboratorium, Hep Bs Ag;P",1,440275,44,Copenhagen GP Laboratory (KPLL),Creatinkinase;P,KPLL,,"Copenhagen Practicing Doctors Laboratory, Hep B Surface Antigen;P"
"Københavns Praktiserende Lægers Laboratorium, Hep.C vir Ab",1,440282,44,Copenhagen GP Laboratory (KPLL),Creatinkinase;P,KPLL,,"Copenhagen Practicing Doctors Laboratory, Hepatitis C Antibody"
"Københavns Praktiserende Lægers Laboratorium, Hepatitis A",1,448856,44,Copenhagen GP Laboratory (KPLL),Homocystein   - rett,Hovedgruppe 8   KPLL,,"Copenhagen Practicing Doctors Laboratory, Hepatitis A"
"Københavns Praktiserende Lægers Laboratorium, Hepatitis B",1,448857,44,Copenhagen GP Laboratory (KPLL),Homocystein   - rett,Hovedgruppe 8   KPLL,,"Copenhagen Practicing Doctors Laboratory, Hepatitis B"
"Københavns Praktiserende Lægers Laboratorium, Herlev diverse",1,440499,44,Copenhagen GP Laboratory (KPLL),Fenytoin;P,KPLL,,"Copenhagen Practicing Doctors Laboratory, Herlev Various"
"Københavns Praktiserende Lægers Laboratorium, Herpes simp.Ab;P",1,440277,44,Copenhagen GP Laboratory (KPLL),Creatinkinase;P,KPLL,,"Copenhagen Practicing Doctors Laboratory, Herpes Simplex Ab;P"
"Københavns Praktiserende Lægers Laboratorium, Hest IgE;P",1,445004,44,Copenhagen GP Laboratory (KPLL),Hovedgruppe 5   KPLL,Hovedgruppe 5   KPLL,,"Copenhagen Practicing Doctors Laboratory, House Dust Mite IgE;P"
"Københavns Praktiserende Lægers Laboratorium, Hjemme BT-måling",1,440907,44,Copenhagen GP Laboratory (KPLL),KPLL,KPLL,,"Copenhagen Practicing Doctors Laboratory, Home BT-measurement"
"Københavns Praktiserende Lægers Laboratorium, Homocystein;P",1,440260,44,Copenhagen GP Laboratory (KPLL),Creatinkinase;P,KPLL,,"Copenhagen Practicing Doctors Laboratory, Homocysteine;P"
"Københavns Praktiserende Lægers Laboratorium, Hovedgruppe 3   KPLL",1,443000,44,Copenhagen GP Laboratory (KPLL),Hovedgruppe 3   KPLL,Hovedgruppe 3   KPLL,,"Copenhagen Practicing Doctors Laboratory, Main Group 3 KPLL"
"Københavns Praktiserende Lægers Laboratorium, Humle IgE;P",1,445472,44,Copenhagen GP Laboratory (KPLL),Pitysporon Ovale,Hovedgruppe 5   KPLL,,"Copenhagen Practicing Doctors Laboratory, Bee IgE;P"
"Københavns Praktiserende Lægers Laboratorium, Hummer IgE;P",1,445080,44,Copenhagen GP Laboratory (KPLL),Hovedgruppe 5   KPLL,Hovedgruppe 5   KPLL,,"Copenhagen Practicing Doctors Laboratory, Lobster IgE;P"
"Københavns Praktiserende Lægers Laboratorium, Hund IgE;P",1,445005,44,Copenhagen GP Laboratory (KPLL),Hovedgruppe 5   KPLL,Hovedgruppe 5   KPLL,,"Copenhagen Practicing Doctors Laboratory, Dog IgE;P"
"Københavns Praktiserende Lægers Laboratorium, Hundegr's IgE;P",1,445571,44,Copenhagen GP Laboratory (KPLL),"Havre,inh.IgE;P",Hovedgruppe 5   KPLL,,"Copenhagen Practicing Doctors Laboratory, Hundegr's IgE;P"
"Københavns Praktiserende Lægers Laboratorium, Husdyr(ex1)IgE;P",1,445306,44,Copenhagen GP Laboratory (KPLL),Bigift IgG;P,Hovedgruppe 5   KPLL,,"Copenhagen Practicing Doctors Laboratory, Animal(ex1)IgE;P"
"Københavns Praktiserende Lægers Laboratorium, Husmide f. IgE;P",1,445002,44,Copenhagen GP Laboratory (KPLL),Hovedgruppe 5   KPLL,Hovedgruppe 5   KPLL,,"Copenhagen Practicing Doctors Laboratory, House dust mite for IgE;P"
"Københavns Praktiserende Lægers Laboratorium, Husmide p. IgE;P",1,445001,44,Copenhagen GP Laboratory (KPLL),Hovedgruppe 5   KPLL,Hovedgruppe 5   KPLL,,"Copenhagen Practicing Doctors Laboratory, House Dust Mite p IgE;P"
"Københavns Praktiserende Lægers Laboratorium, Hvede IgE;P",1,445013,44,Copenhagen GP Laboratory (KPLL),Hovedgruppe 5   KPLL,Hovedgruppe 5   KPLL,,"Copenhagen Practicing Doctors Laboratory, Oat and Peanut IgE;P"
"Københavns Praktiserende Lægers Laboratorium, Hvede,inh.IgE;P",1,445501,44,Copenhagen GP Laboratory (KPLL),"Havre,inh.IgE;P",Hovedgruppe 5   KPLL,,"Copenhagen Practicing Doctors Laboratory, Hvede, Anti-IgE;P"
"Københavns Praktiserende Lægers Laboratorium, Hvepsegidt IgG;P",1,445301,44,Copenhagen GP Laboratory (KPLL),Bigift IgG;P,Hovedgruppe 5   KPLL,,"Copenhagen Practicing Doctors Laboratory, Stool Test IgG;P"
"Københavns Praktiserende Lægers Laboratorium, Hvepsegift IgE;P",1,445029,44,Copenhagen GP Laboratory (KPLL),Hovedgruppe 5   KPLL,Hovedgruppe 5   KPLL,,"Copenhagen Practicing Doctors Laboratory, House Dust Mite IgE;P"
"Københavns Praktiserende Lægers Laboratorium, Hvidløg IgE;P",1,445074,44,Copenhagen GP Laboratory (KPLL),Hovedgruppe 5   KPLL,Hovedgruppe 5   KPLL,,"Copenhagen Practicing Doctors Laboratory, White Blood IgE;P"
"Københavns Praktiserende Lægers Laboratorium, Hæmoglobin;B",1,440272,44,Copenhagen GP Laboratory (KPLL),Creatinkinase;P,KPLL,,"Copenhagen Practicing Doctors Laboratory, Hemoglobin;B"
"Københavns Praktiserende Lægers Laboratorium, Hæmoglobin;U",1,440575,44,Copenhagen GP Laboratory (KPLL),Faderskabssag,KPLL,,"Copenhagen Practicing Doctors Laboratory, Hemoglobin;U"
"Københavns Praktiserende Lægers Laboratorium, Hæmokromatosegen",1,440261,44,Copenhagen GP Laboratory (KPLL),Creatinkinase;P,KPLL,,"Copenhagen Practicing Doctors Laboratory, Hemochromatosis gene test"
"Københavns Praktiserende Lægers Laboratorium, Hønsekød IgE;P",1,445083,44,Copenhagen GP Laboratory (KPLL),Hovedgruppe 5   KPLL,Hovedgruppe 5   KPLL,,"Copenhagen Practicing Doctors Laboratory, Hen Egg White IgE;P"
"Københavns Praktiserende Lægers Laboratorium, INR, KF 2+7+10;P",1,440297,44,Copenhagen GP Laboratory (KPLL),Creatinkinase;P,KPLL,,"Copenhagen Practicing Doctors Laboratory, INR, PT 2+7+10;P"
"Københavns Praktiserende Lægers Laboratorium, IgA  Ag + Ab;P",1,443144,44,Copenhagen GP Laboratory (KPLL),Clamydia transport m,Hovedgruppe 3   KPLL,,"Copenhagen Practicing Doctors Laboratory, IgA Ag + Ab;P"
"Københavns Praktiserende Lægers Laboratorium, IgA;P",1,440286,44,Copenhagen GP Laboratory (KPLL),Creatinkinase;P,KPLL,,"Copenhagen Practicing Doctors Laboratory, IgA;P"
"Københavns Praktiserende Lægers Laboratorium, IgE;P",1,440289,44,Copenhagen GP Laboratory (KPLL),Creatinkinase;P,KPLL,,"Copenhagen Practicing Doctors Laboratory, IgE Test"
"Københavns Praktiserende Lægers Laboratorium, IgG x 1;P",1,445348,44,Copenhagen GP Laboratory (KPLL),Bigift IgG;P,Hovedgruppe 5   KPLL,,"Copenhagen Practicing Doctors Laboratory, IgG x 1;P"
"Københavns Praktiserende Lægers Laboratorium, IgG x 2;P",1,445536,44,Copenhagen GP Laboratory (KPLL),"Havre,inh.IgE;P",Hovedgruppe 5   KPLL,,"Copenhagen Practicing Doctors Laboratory, IgG x 2;P"
"Københavns Praktiserende Lægers Laboratorium, IgG;P",1,440292,44,Copenhagen GP Laboratory (KPLL),Creatinkinase;P,KPLL,,"Copenhagen Practicing Doctors Laboratory, IgG;P"
"Københavns Praktiserende Lægers Laboratorium, IgM;P",1,440293,44,Copenhagen GP Laboratory (KPLL),Creatinkinase;P,KPLL,,"Copenhagen Practicing Doctors Laboratory, IgM;P"
"Københavns Praktiserende Lægers Laboratorium, Imipramin.;P",1,440285,44,Copenhagen GP Laboratory (KPLL),Creatinkinase;P,KPLL,,"Copenhagen Practicing Doctors Laboratory, Imipramine;P"
"Københavns Praktiserende Lægers Laboratorium, Indbragte pr>ver",1,449997,44,Copenhagen GP Laboratory (KPLL),Hovedgruppe 9   KPLL,Hovedgruppe 9   KPLL,,"Copenhagen Practicing Doctors Laboratory, Brought-in samples"
"Københavns Praktiserende Lægers Laboratorium, Indsendte prøver",1,449993,44,Copenhagen GP Laboratory (KPLL),Hovedgruppe 9   KPLL,Hovedgruppe 9   KPLL,,"Copenhagen Practicing Doctors Laboratory, Received Tests"
"Københavns Praktiserende Lægers Laboratorium, Influenza Ab;P",1,440296,44,Copenhagen GP Laboratory (KPLL),Creatinkinase;P,KPLL,,"Copenhagen Practicing Doctors Laboratory, Influenza Antibody;P"
"Københavns Praktiserende Lægers Laboratorium, Inhib.-FSH-Ratio",1,440303,44,Copenhagen GP Laboratory (KPLL),APTT;P,KPLL,,"Copenhagen Practicing Doctors Laboratory, Inhibin-FSH Ratio"
"Københavns Praktiserende Lægers Laboratorium, Inhibin-A;P",1,440294,44,Copenhagen GP Laboratory (KPLL),Creatinkinase;P,KPLL,,"Copenhagen Practicing Doctors Laboratory, Inhibin-A;P"
"Københavns Praktiserende Lægers Laboratorium, Inhibin-B:P",1,440295,44,Copenhagen GP Laboratory (KPLL),Creatinkinase;P,KPLL,,"Copenhagen Practicing Doctors Laboratory, Inhibin-B:P"
"Københavns Praktiserende Lægers Laboratorium, Insulin, faste;P",1,440298,44,Copenhagen GP Laboratory (KPLL),Creatinkinase;P,KPLL,,"Copenhagen Practicing Doctors Laboratory, Fasting insulin;P"
"Københavns Praktiserende Lægers Laboratorium, Intrin. fak. Ab;",1,440299,44,Copenhagen GP Laboratory (KPLL),Creatinkinase;P,KPLL,,"Copenhagen Practicing Doctors Laboratory, Intronic factor Ab"
"Københavns Praktiserende Lægers Laboratorium, Jern;P",1,440301,44,Copenhagen GP Laboratory (KPLL),APTT;P,KPLL,,"Copenhagen Practicing Doctors Laboratory, Iron;P"
"Københavns Praktiserende Lægers Laboratorium, Jordbær IgE;P",1,445072,44,Copenhagen GP Laboratory (KPLL),Hovedgruppe 5   KPLL,Hovedgruppe 5   KPLL,,"Copenhagen Practicing Doctors Laboratory, Earthworm IgE;P"
