# id	da_full	en	confidence	residual
992	Københavns Praktiserende Lægers Laboratorium, Bigift IgG;P	Copenhagen GP Laboratory (KPLL), Bigift igg;p	high	
993	Københavns Praktiserende Lægers Laboratorium, Bilirubin,frakt.	Copenhagen GP Laboratory (KPLL), Bilirubin,frakt.	low	Y
994	Københavns Praktiserende Lægers Laboratorium, Bilirubin;P	Copenhagen GP Laboratory (KPLL), Bilirubin;p	high	
995	Københavns Praktiserende Lægers Laboratorium, Binyrebark Ab;P	Copenhagen GP Laboratory (KPLL), Binyrebark ab;p	low	Y
996	Københavns Praktiserende Lægers Laboratorium, Birk IgE;P	Copenhagen GP Laboratory (KPLL), Birk ige;p	high	
997	Københavns Praktiserende Lægers Laboratorium, Bladsel. IgE;P	Copenhagen GP Laboratory (KPLL), Bladsel. ige;p	low	Y
998	Københavns Praktiserende Lægers Laboratorium, Blod i fæces 1	Copenhagen GP Laboratory (KPLL), Blood in faeces 1	high	
999	Københavns Praktiserende Lægers Laboratorium, Blod i fæces 2	Copenhagen GP Laboratory (KPLL), Blood in faeces 2	high	
1000	Københavns Praktiserende Lægers Laboratorium, Blod i fæces 3	Copenhagen GP Laboratory (KPLL), Blood in faeces 3	high	
1001	Københavns Praktiserende Lægers Laboratorium, Blod i fæces x3	Copenhagen GP Laboratory (KPLL), Blood in faeces x3	high	
1002	Københavns Praktiserende Lægers Laboratorium, Bloddyrkn.(bakt)	Copenhagen GP Laboratory (KPLL), Bloddyrkn.(bakt)	low	Y
1003	Københavns Praktiserende Lægers Laboratorium, Blodtype AB0+RH	Copenhagen GP Laboratory (KPLL), Blodtype ab0+rh	high	
1004	Københavns Praktiserende Lægers Laboratorium, Blodtype irre.Ab	Copenhagen GP Laboratory (KPLL), Blodtype irre.ab	high	
1005	Københavns Praktiserende Lægers Laboratorium, Blodtype+irre.Ab	Copenhagen GP Laboratory (KPLL), Blodtype+irre.ab	high	
1006	Københavns Praktiserende Lægers Laboratorium, Bly;B	Copenhagen GP Laboratory (KPLL), Bly;b	high	
1007	Københavns Praktiserende Lægers Laboratorium, Blåmusling IgE;P	Copenhagen GP Laboratory (KPLL), Blåmusling ige;p	low	Y
1008	Københavns Praktiserende Lægers Laboratorium, Boghvede IgE;P	Copenhagen GP Laboratory (KPLL), Boghvede ige;p	high	
1009	Københavns Praktiserende Lægers Laboratorium, Borrelia Ab	Copenhagen GP Laboratory (KPLL), Borrelia ab	low	Y
1010	Københavns Praktiserende Lægers Laboratorium, Burfugle IgE;P	Copenhagen GP Laboratory (KPLL), Burfugle ige;p	high	
1011	Københavns Praktiserende Lægers Laboratorium, Byg IgE;P	Copenhagen GP Laboratory (KPLL), Byg ige;p	high	
1012	Københavns Praktiserende Lægers Laboratorium, Bynkeambro IgE;P	Copenhagen GP Laboratory (KPLL), Bynkeambro ige;p	high	
1013	Københavns Praktiserende Lægers Laboratorium, Bøg IgE;P	Copenhagen GP Laboratory (KPLL), Bøg ige;p	low	Y
1014	Københavns Praktiserende Lægers Laboratorium, Børnekost IgE;P	Copenhagen GP Laboratory (KPLL), Børnekost ige;p	low	Y
1015	Københavns Praktiserende Lægers Laboratorium, C Peptid;P	Copenhagen GP Laboratory (KPLL), C peptid;p	high	
1016	Københavns Praktiserende Lægers Laboratorium, C1-est.inhib.;P	Copenhagen GP Laboratory (KPLL), C1-est.inhib.;p	high	
1017	Københavns Praktiserende Lægers Laboratorium, C>liaki-pakke;P	Copenhagen GP Laboratory (KPLL), C>liaki-pakke;p	high	
1018	Københavns Praktiserende Lægers Laboratorium, CCP Ab;P	Copenhagen GP Laboratory (KPLL), Ccp ab;p	low	Y
1019	Københavns Praktiserende Lægers Laboratorium, CD4/CD8 lymfocyt	Copenhagen GP Laboratory (KPLL), Cd4/cd8 lymfocyt	high	
1020	Københavns Praktiserende Lægers Laboratorium, CDT;P	Copenhagen GP Laboratory (KPLL), Cdt;p	high	
1021	Københavns Praktiserende Lægers Laboratorium, CEA Ag;P	Copenhagen GP Laboratory (KPLL), Cea ag;p	high	
1022	Københavns Praktiserende Lægers Laboratorium, CMV Ab;P	Copenhagen GP Laboratory (KPLL), Cmv ab;p	low	Y
1023	Københavns Praktiserende Lægers Laboratorium, CRP;P	Copenhagen GP Laboratory (KPLL), Crp;p	high	
1024	Københavns Praktiserende Lægers Laboratorium, Cacao IgE;P	Copenhagen GP Laboratory (KPLL), Cacao ige;p	high	
1025	Københavns Praktiserende Lægers Laboratorium, Calcitonin;P	Copenhagen GP Laboratory (KPLL), Calcitonin;p	high	
1026	Københavns Praktiserende Lægers Laboratorium, Calcium-ion;P	Copenhagen GP Laboratory (KPLL), Calcium-ion;p	high	
1027	Københavns Praktiserende Lægers Laboratorium, Calcium;P	Copenhagen GP Laboratory (KPLL), Calcium;p	high	
1028	Københavns Praktiserende Lægers Laboratorium, Campylobact.Ab;P	Copenhagen GP Laboratory (KPLL), Campylobact.ab;p	high	
1029	Københavns Praktiserende Lægers Laboratorium, Cancer Ag 125;P	Copenhagen GP Laboratory (KPLL), Cancer ag 125;p	high	
1030	Københavns Praktiserende Lægers Laboratorium, Cancerantig.15-3	Copenhagen GP Laboratory (KPLL), Cancerantig.15-3	high	
1031	Københavns Praktiserende Lægers Laboratorium, Candida al IgE;P	Copenhagen GP Laboratory (KPLL), Candida al ige;p	high	
1032	Københavns Praktiserende Lægers Laboratorium, Cannabioler;U	Copenhagen GP Laboratory (KPLL), Cannabioler;u	high	
1033	Københavns Praktiserende Lægers Laboratorium, Carbamazepin;P	Copenhagen GP Laboratory (KPLL), Carbamazepin;p	high	
1034	Københavns Praktiserende Lægers Laboratorium, Carbamid;P	Copenhagen GP Laboratory (KPLL), Carbamid;p	high	
1035	Københavns Praktiserende Lægers Laboratorium, Carbonmonoxid Hb	Copenhagen GP Laboratory (KPLL), Carbonmonoxid hb	high	
1036	Københavns Praktiserende Lægers Laboratorium, Cardiolipin Ab	Copenhagen GP Laboratory (KPLL), Cardiolipin ab	low	Y
1037	Københavns Praktiserende Lægers Laboratorium, Chaetom.g. IgE;P	Copenhagen GP Laboratory (KPLL), Chaetom.g. ige;p	high	
1038	Københavns Praktiserende Lægers Laboratorium, Chilipeber IgE;P	Copenhagen GP Laboratory (KPLL), Chilipeber ige;p	high	
1039	Københavns Praktiserende Lægers Laboratorium, Chlamy.Pn Ab	Copenhagen GP Laboratory (KPLL), Chlamy.pn ab	low	Y
1040	Københavns Praktiserende Lægers Laboratorium, Chlorid;P	Copenhagen GP Laboratory (KPLL), Chlorid;p	high	
1041	Københavns Praktiserende Lægers Laboratorium, Cholesterol;P	Copenhagen GP Laboratory (KPLL), Cholesterol;p	high	
1042	Københavns Praktiserende Lægers Laboratorium, Cholinesterera;P	Copenhagen GP Laboratory (KPLL), Cholinesterera;p	high	
1043	Københavns Praktiserende Lægers Laboratorium, Chromogranin A;P	Copenhagen GP Laboratory (KPLL), Chromogranin a;p	high	
1044	Københavns Praktiserende Lægers Laboratorium, Citalopram;P	Copenhagen GP Laboratory (KPLL), Citalopram;p	high	
1045	Københavns Praktiserende Lægers Laboratorium, Citron IgE;P	Copenhagen GP Laboratory (KPLL), Citron ige;p	high	
1046	Københavns Praktiserende Lægers Laboratorium, Cladosp.Cl.IgE;P	Copenhagen GP Laboratory (KPLL), Cladosp.cl.ige;p	high	
1047	Københavns Praktiserende Lægers Laboratorium, Cladosp.h. IgE;P	Copenhagen GP Laboratory (KPLL), Cladosp.h. ige;p	high	
1048	Københavns Praktiserende Lægers Laboratorium, Clomipramin;P	Copenhagen GP Laboratory (KPLL), Clomipramin;p	high	
1049	Københavns Praktiserende Lægers Laboratorium, Clonazepam;P	Copenhagen GP Laboratory (KPLL), Clonazepam;p	high	
1050	Københavns Praktiserende Lægers Laboratorium, Clozapin;P	Copenhagen GP Laboratory (KPLL), Clozapin;p	high	
1051	Københavns Praktiserende Lægers Laboratorium, Cobalamin;P	Copenhagen GP Laboratory (KPLL), Cobalamin;p	high	
1052	Københavns Praktiserende Lægers Laboratorium, Complem. C1q;P	Copenhagen GP Laboratory (KPLL), Complem. c1q;p	low	Y
1053	Københavns Praktiserende Lægers Laboratorium, Complement C3;P	Copenhagen GP Laboratory (KPLL), Complement c3;p	high	
1054	Københavns Praktiserende Lægers Laboratorium, Complement C4;P	Copenhagen GP Laboratory (KPLL), Complement c4;p	high	
1055	Københavns Praktiserende Lægers Laboratorium, Coombs' test	Copenhagen GP Laboratory (KPLL), Coombs' test	high	
1056	Københavns Praktiserende Lægers Laboratorium, Cortisol (tot);P	Copenhagen GP Laboratory (KPLL), Cortisol (tot);p	high	
1057	Københavns Praktiserende Lægers Laboratorium, Cortisol 0 ACTH	Copenhagen GP Laboratory (KPLL), Cortisol 0 acth	high	
1058	Københavns Praktiserende Lægers Laboratorium, Cortisol 30 ACTH	Copenhagen GP Laboratory (KPLL), Cortisol 30 acth	high	
1059	Københavns Praktiserende Lægers Laboratorium, Cortisol;dU	Copenhagen GP Laboratory (KPLL), Cortisol;du	high	
1060	Københavns Praktiserende Lægers Laboratorium, Creatinin;P	Copenhagen GP Laboratory (KPLL), Creatinin;p	high	
1061	Københavns Praktiserende Lægers Laboratorium, Creatinin;U	Copenhagen GP Laboratory (KPLL), Creatinin;u	high	
1062	Københavns Praktiserende Lægers Laboratorium, Creatinkinase;P	Copenhagen GP Laboratory (KPLL), Creatinkinase;p	high	
1063	Københavns Praktiserende Lægers Laboratorium, Cryoglobuliner	Copenhagen GP Laboratory (KPLL), Cryoglobuliner	high	
1064	Københavns Praktiserende Lægers Laboratorium, Cylindre,ery.;U	Copenhagen GP Laboratory (KPLL), Cylindre,ery.;u	low	Y
1065	Københavns Praktiserende Lægers Laboratorium, Cylindre,korn.;U	Copenhagen GP Laboratory (KPLL), Cylindre,korn.;u	low	Y
1066	Københavns Praktiserende Lægers Laboratorium, Cys.Fibrose(DNA)	Copenhagen GP Laboratory (KPLL), Cys.fibrose(dna)	high	
1067	Københavns Praktiserende Lægers Laboratorium, D-Dimer;P	Copenhagen GP Laboratory (KPLL), D-dimer;p	high	
1068	Københavns Praktiserende Lægers Laboratorium, D.microcer IgE;P	Copenhagen GP Laboratory (KPLL), D.microcer ige;p	high	
1069	Københavns Praktiserende Lægers Laboratorium, DNA Ab;P	Copenhagen GP Laboratory (KPLL), Dna ab;p	low	Y
1070	Københavns Praktiserende Lægers Laboratorium, DNAkoag2,n.20210	Copenhagen GP Laboratory (KPLL), Dnakoag2,n.20210	high	
1071	Københavns Praktiserende Lægers Laboratorium, Deng.virus Ab;P	Copenhagen GP Laboratory (KPLL), Deng.virus ab;p	low	Y
1072	Københavns Praktiserende Lægers Laboratorium, Dift.toxin Ab;P	Copenhagen GP Laboratory (KPLL), Dift.toxin ab;p	low	Y
1073	Københavns Praktiserende Lægers Laboratorium, Digoxin;P	Copenhagen GP Laboratory (KPLL), Digoxin;p	high	
1074	Københavns Praktiserende Lægers Laboratorium, Dist.tryk.oextr.	Copenhagen GP Laboratory (KPLL), Dist.tryk.oextr.	high	
1075	Københavns Praktiserende Lægers Laboratorium, Dist.tryk.uextr.	Copenhagen GP Laboratory (KPLL), Dist.tryk.uextr.	high	
1076	Københavns Praktiserende Lægers Laboratorium, Diurese 24 timer	Copenhagen GP Laboratory (KPLL), Diurese 24 timer	high	
1077	Københavns Praktiserende Lægers Laboratorium, Diverse tests	Copenhagen GP Laboratory (KPLL), Various tests	high	
1078	Københavns Praktiserende Lægers Laboratorium, Diverse tests 2	Copenhagen GP Laboratory (KPLL), Various tests 2	high	
1079	Københavns Praktiserende Lægers Laboratorium, Doxepin;P	Copenhagen GP Laboratory (KPLL), Doxepin;p	high	
1080	Københavns Praktiserende Lægers Laboratorium, Døgn BT-måling	Copenhagen GP Laboratory (KPLL), Døgn bt-measurement	low	Y
1081	Københavns Praktiserende Lægers Laboratorium, E-Protoporphyrin	Copenhagen GP Laboratory (KPLL), E-protoporphyrin	high	
1082	Københavns Praktiserende Lægers Laboratorium, EBV Ab;P	Copenhagen GP Laboratory (KPLL), Ebv ab;p	low	Y
1083	Københavns Praktiserende Lægers Laboratorium, EBV-IgG(0-1-2);P	Copenhagen GP Laboratory (KPLL), Ebv-igg(0-1-2);p	high	
1084	Københavns Praktiserende Lægers Laboratorium, EBV-IgM(0-1-2);P	Copenhagen GP Laboratory (KPLL), Ebv-igm(0-1-2);p	high	
1085	Københavns Praktiserende Lægers Laboratorium, EKG12	Copenhagen GP Laboratory (KPLL), Ekg12	high	
1086	Københavns Praktiserende Lægers Laboratorium, ENA-antistof;P	Copenhagen GP Laboratory (KPLL), Ena-antibody;p	high	
1087	Københavns Praktiserende Lægers Laboratorium, Ecstasy;U	Copenhagen GP Laboratory (KPLL), Ecstasy;u	high	
1088	Københavns Praktiserende Lægers Laboratorium, Eeg	Copenhagen GP Laboratory (KPLL), Eeg	high	
1089	Københavns Praktiserende Lægers Laboratorium, Eeg med/søvnkurve	Copenhagen GP Laboratory (KPLL), Eeg with/sleep recording	high	
1090	Københavns Praktiserende Lægers Laboratorium, Eg IgE;P	Copenhagen GP Laboratory (KPLL), Eg ige;p	high	
1091	Københavns Praktiserende Lægers Laboratorium, Ej pr>vetagning	Copenhagen GP Laboratory (KPLL), Ej pr>vetagning	high	
1092	Københavns Praktiserende Lægers Laboratorium, Ekko-kardiografi	Copenhagen GP Laboratory (KPLL), Ekko-kardiografi	high	
1093	Københavns Praktiserende Lægers Laboratorium, Ekspeditionsgebyr	Copenhagen GP Laboratory (KPLL), Ekspeditionsgebyr	high	
1094	Københavns Praktiserende Lægers Laboratorium, Elm IgE;P	Copenhagen GP Laboratory (KPLL), Elm ige;p	low	Y
1095	Københavns Praktiserende Lægers Laboratorium, Endomysium Ab;P	Copenhagen GP Laboratory (KPLL), Endomysium ab;p	low	Y
1096	Københavns Praktiserende Lægers Laboratorium, Eng- rapgr'sIgE;P	Copenhagen GP Laboratory (KPLL), Eng- rapgr'sige;p	high	
1097	Københavns Praktiserende Lægers Laboratorium, Engrotteh. IgE;P	Copenhagen GP Laboratory (KPLL), Engrotteh. ige;p	low	Y
1098	Københavns Praktiserende Lægers Laboratorium, Engsvingel IgE;P	Copenhagen GP Laboratory (KPLL), Engsvingel ige;p	high	
1099	Københavns Praktiserende Lægers Laboratorium, Entam>ba Hi.Ab;P	Copenhagen GP Laboratory (KPLL), Entam>ba hi.ab;p	high	
1100	Københavns Praktiserende Lægers Laboratorium, Eos.Cat.Prot;P	Copenhagen GP Laboratory (KPLL), Eos.cat.prot;p	high	
1101	Københavns Praktiserende Lægers Laboratorium, Eosinofilocyt;B	Copenhagen GP Laboratory (KPLL), Eosinofilocyt;b	high	
1102	Københavns Praktiserende Lægers Laboratorium, Epitelceller;U	Copenhagen GP Laboratory (KPLL), Epitelceller;u	high	
1103	Københavns Praktiserende Lægers Laboratorium, Erhv.(pax4)IgE;P	Copenhagen GP Laboratory (KPLL), Erhv.(pax4)ige;p	low	Y
1104	Københavns Praktiserende Lægers Laboratorium, Ery Vol Varia;B	Copenhagen GP Laboratory (KPLL), Ery vol varia;b	high	
1105	Københavns Praktiserende Lægers Laboratorium, EryVolFrac.;B	Copenhagen GP Laboratory (KPLL), Eryvolfrac.;b	low	Y
1106	Københavns Praktiserende Lægers Laboratorium, Erythroblaster;B	Copenhagen GP Laboratory (KPLL), Erythroblaster;b	high	
1107	Københavns Praktiserende Lægers Laboratorium, Erythrocytter;U	Copenhagen GP Laboratory (KPLL), Erythrocytter;u	high	
1108	Københavns Praktiserende Lægers Laboratorium, Erytrocytter;B	Copenhagen GP Laboratory (KPLL), Erytrocytter;b	high	
1109	Københavns Praktiserende Lægers Laboratorium, Estradiol;P	Copenhagen GP Laboratory (KPLL), Estradiol;p	high	
1110	Københavns Praktiserende Lægers Laboratorium, Etanol;P	Copenhagen GP Laboratory (KPLL), Etanol;p	high	
1111	Københavns Praktiserende Lægers Laboratorium, Ethosuximid;P	Copenhagen GP Laboratory (KPLL), Ethosuximid;p	high	
1112	Københavns Praktiserende Lægers Laboratorium, Event-recording	Copenhagen GP Laboratory (KPLL), Event-recording	high	
1113	Københavns Praktiserende Lægers Laboratorium, F-H. pylori (Ag)	Copenhagen GP Laboratory (KPLL), F-h. pylori (ag)	high	
1114	Københavns Praktiserende Lægers Laboratorium, F-Patogene bakteriologisk  uden	Copenhagen GP Laboratory (KPLL), F-patogene bacteriological without	high	
1115	Københavns Praktiserende Lægers Laboratorium, FSH;P	Copenhagen GP Laboratory (KPLL), Fsh;p	high	
1116	Københavns Praktiserende Lægers Laboratorium, Faktor V Leiden	Copenhagen GP Laboratory (KPLL), Faktor v leiden	high	
1117	Københavns Praktiserende Lægers Laboratorium, Fenobarbital;P	Copenhagen GP Laboratory (KPLL), Fenobarbital;p	high	
1118	Københavns Praktiserende Lægers Laboratorium, Fenytoin;P	Copenhagen GP Laboratory (KPLL), Fenytoin;p	high	
1119	Københavns Praktiserende Lægers Laboratorium, Ferritin;P	Copenhagen GP Laboratory (KPLL), Ferritin;p	high	
1120	Københavns Praktiserende Lægers Laboratorium, Ferroxidase;P	Copenhagen GP Laboratory (KPLL), Ferroxidase;p	high	
1121	Københavns Praktiserende Lægers Laboratorium, Fersken IgE;P	Copenhagen GP Laboratory (KPLL), Fersken ige;p	high	
1122	Københavns Praktiserende Lægers Laboratorium, Fibrinogen;P	Copenhagen GP Laboratory (KPLL), Fibrinogen;p	high	
1123	Københavns Praktiserende Lægers Laboratorium, Fisk(fx74) IgE;P	Copenhagen GP Laboratory (KPLL), Fisk(fx74) ige;p	low	Y
1124	Københavns Praktiserende Lægers Laboratorium, Fisk+Skal. IgE;P	Copenhagen GP Laboratory (KPLL), Fisk+skal. ige;p	high	
1125	Københavns Praktiserende Lægers Laboratorium, Fjerpanel IgE;P P	Copenhagen GP Laboratory (KPLL), Fjerpanel ige;p p	high	
1126	Københavns Praktiserende Lægers Laboratorium, Flecainid;P	Copenhagen GP Laboratory (KPLL), Flecainid;p	high	
1127	Københavns Praktiserende Lægers Laboratorium, Folater;B	Copenhagen GP Laboratory (KPLL), Folater;b	high	
1128	Københavns Praktiserende Lægers Laboratorium, Folater;P	Copenhagen GP Laboratory (KPLL), Folater;p	high	
1129	Københavns Praktiserende Lægers Laboratorium, For fremmøde i lab.	Copenhagen GP Laboratory (KPLL), For attendance in lab.	low	Y
1130	Københavns Praktiserende Lægers Laboratorium, Formaldeh. IgE;P	Copenhagen GP Laboratory (KPLL), Formaldeh. ige;p	low	Y
1131	Københavns Praktiserende Lægers Laboratorium, Fosfat;P	Copenhagen GP Laboratory (KPLL), Fosfat;p	high	
1132	Københavns Praktiserende Lægers Laboratorium, Frugt fx15 IgE;P	Copenhagen GP Laboratory (KPLL), Frugt fx15 ige;p	high	
1133	Københavns Praktiserende Lægers Laboratorium, Frugt fx16 IgE;P	Copenhagen GP Laboratory (KPLL), Frugt fx16 ige;p	high	
1134	Københavns Praktiserende Lægers Laboratorium, Frugt fx9 IgE;P	Copenhagen GP Laboratory (KPLL), Frugt fx9 ige;p	high	
1135	Københavns Praktiserende Lægers Laboratorium, Fyr IgE;P	Copenhagen GP Laboratory (KPLL), Fyr ige;p	high	
1136	Københavns Praktiserende Lægers Laboratorium, Gabapentin;P	Copenhagen GP Laboratory (KPLL), Gabapentin;p	high	
1137	Københavns Praktiserende Lægers Laboratorium, Gamma-GT;P	Copenhagen GP Laboratory (KPLL), Gamma-gt;p	high	
1138	Københavns Praktiserende Lægers Laboratorium, Gamma-Globulin;P	Copenhagen GP Laboratory (KPLL), Gamma-globulin;p	high	
1139	Københavns Praktiserende Lægers Laboratorium, Gastrin;P	Copenhagen GP Laboratory (KPLL), Gastrin;p	high	
1140	Københavns Praktiserende Lægers Laboratorium, Gliadin Ab;P	Copenhagen GP Laboratory (KPLL), Gliadin ab;p	low	Y
1141	Københavns Praktiserende Lægers Laboratorium, Gliadin IgA;P	Copenhagen GP Laboratory (KPLL), Gliadin iga;p	high	
1142	Københavns Praktiserende Lægers Laboratorium, Gliadin IgG;P	Copenhagen GP Laboratory (KPLL), Gliadin igg;p	high	
1143	Københavns Praktiserende Lægers Laboratorium, Gliadin antistof	Copenhagen GP Laboratory (KPLL), Gliadin antibody	high	
1144	Københavns Praktiserende Lægers Laboratorium, Glu.6 fos.deh;B	Copenhagen GP Laboratory (KPLL), Glu.6 fos.deh;b	high	
1145	Københavns Praktiserende Lægers Laboratorium, Gluc.6 fos.deh;E	Copenhagen GP Laboratory (KPLL), Gluc.6 fos.deh;e	high	
